participant-id,category,timestamp,prompt,answer,stimulus-id,previous-delay,stimulus_time
203,2,269708440.291422,"Using one expression, complete the function notDivisibleByThree that returns false if x is divisible by three, and true otherwise","bool notDivisibleByThree(int x){\n\treturn /*YOUR CODE HERE*/(x % 3 ==);\n}\n",9,12988.211225976633,30000
203,2,269742216.869949,"Given that an array of int named a has been declared with 12 elements and that the integer variable k holds a value between 0 and 6. Assign 9 to the element just after a[k].","a[/* YOUR CODE HERE */j] = 9;",10,3744.7945190963533,30000
203,2,269775009.256634,"Given two 3x5 2D arrays of integer, x1 and x2, write the code needed to copy every value from x1 to its corresponding element in x2.","for(int i = 0; i < 3; i++){\n\tfor(int j = 0; j < 5; j++){\n\t\t/* YOUR CODE HERE */\n\t\tx1[i,j=]\n\t}\n}\n",13,2761.4762319810216,30000
203,2,269807970.746739,"Complete the definition of a function max that has three int parameters and returns the largest.","int max(int x,int y,int z) {\n\tif (x > z && x > y) {\n\t\treturn x;\n\t} else if (/*YOUR CODE HERE*/y > z && y > x) {\n\t\treturn y;\n\t} else {\n\t\treturn z;\n\t}\n}\n",12,2935.2174094410257,30000
203,2,269845701.492624,"You are given a 6x8 (6 rows, 8 columns) array of integers, x, already initialized and three integer variables: max, i and j. Write the necessary code so that max will have the largest value in the array x.","max = x[0][0];\nfor(i = 0; i < 6; i++){\n\tfor(j = 0; j < 8; j++){\n\t\tif(/* YOUR CODE HERE */x){\n\t\t\tmax = x[i][j];\n\t\t}\n\t}\n}\n",14,7705.23624411462,30000
203,2,269881337.960771,"Complete the for loop such that it prints the odd integers 11 through 121 inclusive, separated by spaces.","for (int i = 11; i <= 121; /* YOUR CODE HERE */i+=2) {\n\tcout << i <<  ;\n}\n",3,5609.476819065325,30000
203,2,269918272.05438,"Write a for loop that prints the integers 1 through 40, separated by spaces or new lines. You may use only one variable, count which has already been declared as an integer.","for (/* YOUR CODE HERE */coumt = 0, count <) {\n\tcout << count <<  ;\n}\n",5,6893.228336042244,30000
203,2,269951778.597858,"Write a function addOne that adds 1 to its integer reference parameter. The function returns nothing.","void addOne (int& x) {\n\t/* YOUR CODE HERE */\n\tx\n}\n",1,3488.2690966279965,30000
203,2,269987085.999282,"Given an int variable k that has already been declared, use a  for loop to print a single line consisting of 97 asterisks. Use no variables other than k.","for (/* YOUR CODE HERE */k=0; k<3){\n\tcout << *;\n}\n",7,5284.599831889362,30000
203,2,270021281.06966,"Complete the if/else statement such that it assigns true to the variable fever if the variable temperature is greater than 98.6; otherwise it assigns false to fever.","if (temperature > 98.6) {\n\t/* YOUR CODE HERE */\n\tfever = true;\n} else {\n\tfever = false;\n}\n",11,4176.976365966724,30000
203,2,270055851.127346,"Complete the definition of a function isSenior, that receives an integer parameter and returns true if the parameter's value is greater or equal to 65, and false otherwise.","bool isSenior(int age) {\n\t/* YOUR CODE HERE */\n\tif (age >= 65)) {\n      T\n    }\n}\n",4,4537.161960269326,30000
203,2,270093802.908902,"Write the definition of a function min that has two int parameters and returns the smaller.","int min (int num1, int num2) {\n\t/* YOUR CODE HERE */\n\tIF NUM1<NUM2 {\n      RETURN NUM1\n    }}\n",6,7920.602984468473,30000
203,2,270128718.555546,"Complete the switch statement to output "Moo!" when the value of animal is "cow"","switch(animal) {\n\tcase pig:\n\t\tcout << Oink! << endl;\n\t\tbreak;\n\tcase hen:\n\tcout << Cluck! << endl;\n\t\tbreak;\n\t/* YOUR CODE HERE */\n  case cow:\n    cou\n\n}\n",15,4878.751205691574,30000
203,2,270163208.172869,"Complete the assignment of the variable isFailing such that it is set to true if exam_score is less than 50, and false otherwise","int exam_score;\ncin >> exam_score;\nbool isFailing = /* YOUR CODE HERE */;\nif (isFailing) {\n\tcout << You failed! << endl;\n} else {\n\tcout << You passed! << endl;\n}\n",8,4468.409017729596,30000
203,2,270195935.278464,"Using two statements, complete the definition of the function swapints that is passed two int variables. The function returns nothing but exchanges the values of the two variables.","void swapints(int &a, int &b){\n\tint temp = a;\n\t/* YOUR CODE HERE */\n\t\n}\n",0,2704.8186297026477,30000
203,2,270233421.008872,"Write the definition of a function firstEqualsLast that checks if the first character of one string is the same as the last character of a second string","bool firstEqualsLast(string a, string b) {\n\t/* YOUR CODE HERE */\n\treturn a\n}\n",16,7468.652771014352,30000
203,2,270270879.736995,"Complete the definition of the function absoluteValue such that it receives an integer parameter and returns the absolute value of the parameter's value.","int absoluteValue(int num1) {\n\t/* YOUR CODE HERE */\n\t\n\tabsoluteValue = abs(num1);\n\treturn absoluteValue;\n}\n",2,7434.117350922725,30000
