3	Product Version: USB-60x3
3	Executable File Version: 2.9.2,5 
3	Program Build Date: Jan  5 2012,  14:10:25
3	Customer Serial Number: 200-371-1-1
3	Customer Name:  Luis Hernandez 
3	Customer Organization:  Univerisity of Michigan
3	--------------------------------------------------------
3	TimeValues	2019	3	13	18	56	47	UTC
3	TimeStamp	Wednesday, March 13, 2019, 2:56:47 PM 
3	DataFormat	2.9.0,009
3	ScreenSize	142.964	107.285	// full screen size (not measured lines) in mm
3	ViewingDistance	100
3	ImageShape	Fit
3	SmoothingMethod	SimpleMovingAverage
3	SmoothingPoints	4
3	eyeA:pupilSegmentationMethod	Ellipse
3	eyeA:gazeNudge	0	0
3	--------------------------------------------------------
3	Data Notes:
3	 1) X_Gaze and Y_Gaze are uncorrected gaze values (no smoothing, etc...).
3	 2) X_CorrectedGaze and Y_CorrectedGaze are corrected gaze values that may include smoothing, averaging, parallax correction, nudging, etc...
3	 3) Regions are calculated with respect to the corrected gaze values.
3	 4) PupilWidth and PupilHeight calculations are relative to which pupil segmentation method is active.
3	    a) Ellipse - PupilWidth is the major-axis (larger value) and PupilHeight is the minor-axis (smaller value).
3	       The major-axis and the minor-axis are both normalized by the width of the EyeCamera window so the scales of the axes are commensurable.
3	    b) Oval Fit - PupilWidth is the HORIZONTAL dimension and PupilHeight is the VERTICAL dimension of the rectangular bounding box of the unrotated Oval.
3	       The HORIZONTAL and VERTICAL dimensions are both normalized by the width and height of the EyeCamera window respectively so the scales of the axes are incommensurable (see manual for details).
3	    c) Centroid - PupilWidth and PupilHeight are 0, because no pupil size is obtained.
3	--------------------------------------------------------
3	 idName	
3	 idTest	
3	 idSession	
3	 idNotes	
3	--------------------------------------------------------
6	ATT	ADT	ALX	ALY	ACX	ACY	ARI	APW	APH	AQU	AFX	CNT
5	TotalTime	DeltaTime	X_Gaze	Y_Gaze	X_CorrectedGaze	Y_CorrectedGaze	Region	PupilWidth	PupilHeight	Quality	Fixation	Count
7	 0.000000	EyeA FrameRate	60
2	 0.000000	+
2	 0.000000	+
16	 0.000000	STARTUP.BMP
10	  0.0000	   0.0000	0.4856	0.5838	0.4875	0.5826	-1	0.1173	0.1083	1	0.0812	0
10	  0.0021	   2.1233	0.4860	0.5887	0.4866	0.5844	-1	0.1155	0.1029	1	0.0833	1
10	  0.0188	  16.6909	0.4858	0.5808	0.4867	0.5834	-1	0.1153	0.1093	1	0.1000	2
10	  0.0355	  16.6764	0.4856	0.5851	0.4858	0.5846	-1	0.1168	0.1019	1	0.1167	3
10	  0.0521	  16.6544	0.4848	0.5846	0.4856	0.5848	-1	0.1162	0.1064	1	0.1333	4
10	  0.0690	  16.8216	0.4750	0.5951	0.4828	0.5864	-1	0.1068	0.0801	1	0.1501	5
10	  0.0856	  16.5979	0.4856	0.5834	0.4827	0.5870	-1	0.1171	0.1052	1	0.1667	6
10	  0.1023	  16.7042	0.4855	0.5841	0.4827	0.5868	-1	0.1152	0.1069	1	0.1835	7
10	  0.1190	  16.7042	0.4859	0.5830	0.4830	0.5864	-1	0.1159	0.1040	1	0.2002	8
10	  0.1357	  16.7561	0.4853	0.5847	0.4856	0.5838	-1	0.1145	0.1059	1	0.2169	9
10	  0.1525	  16.7265	0.4873	0.5808	0.4860	0.5832	-1	0.1146	0.1080	1	0.2336	10
10	  0.1692	  16.7522	0.4855	0.5850	0.4860	0.5834	-1	0.1154	0.1083	1	0.2504	11
10	  0.1858	  16.6284	0.4853	0.5779	0.4859	0.5821	-1	0.1231	0.1053	1	0.2670	12
10	  0.2026	  16.7428	0.6599	0.1513	0.5295	0.4737	1	0.1103	0.0293	1	0.2838	13
10	  0.2191	  16.5566	0.4858	0.5828	0.5291	0.4743	1	0.1146	0.1069	1	0.0166	14
10	  0.2359	  16.7483	0.4854	0.5855	0.5291	0.4744	1	0.1160	0.1099	1	0.0333	15
