participant-id,category,timestamp,prompt,answer,stimulus-id,previous-delay,stimulus_time
141,2,383523729.061478,"Write the definition of a function min that has two int parameters and returns the smaller.","int min (int num1, int num2) {\n\t/* YOUR CODE HERE */\n\tif (num1< num2 )\n}\n",6,12631.950250949236,30000
141,2,383556424.56434,"Given two 3x5 2D arrays of integer, x1 and x2, write the code needed to copy every value from x1 to its corresponding element in x2.","for(int i = 0; i < 3; i++){\n\tfor(int j = 0; j < 5; j++){\n\t\t/* YOUR CODE HERE */\n\t\tarr{i}{k}\n\t}\n}\n",13,2654.270492316207,30000
141,2,383593130.398862,"Complete the definition of the function absoluteValue such that it receives an integer parameter and returns the absolute value of the parameter's value.","int absoluteValue(int num1) {\n\t/* YOUR CODE HERE */\n\t\n\tabsoluteValue = abs(num1);\n\treturn absoluteValue;\n}\n",2,6667.199057942308,30000
141,2,383629688.77821,"Write a for loop that prints the integers 1 through 40, separated by spaces or new lines. You may use only one variable, count which has already been declared as an integer.","for (/* YOUR CODE HERE */) {\n  fpr (int i= 0; i < 40; i)\n  cout << count <<  ;\n}\n",5,6527.612861411276,30000
141,2,383663852.995077,"Complete the switch statement to output "Moo!" when the value of animal is "cow"","switch(animal) {\n\tcase pig:\n\t\tcout << Oink! << endl;\n\t\tbreak;\n\tcase hen:\n\tcout << Cluck! << endl;\n\t\tbreak;\n\t/* YOUR CODE HERE */\n  case cow:\n    cout << MOO << emd;\n \n}\n",15,4131.207602911912,30000
141,2,383696488.350318,"Complete the definition of a function isSenior, that receives an integer parameter and returns true if the parameter's value is greater or equal to 65, and false otherwise.","bool isSenior(int age) {\n\t/* YOUR CODE HERE */\n\treturn age > 65;\n}\n",4,2609.7959877826906,30000
141,2,383732397.696529,"Complete the definition of a function max that has three int parameters and returns the largest.","int max(int x,int y,int z) {\n\tif (x > z && x > y) {\n\t\treturn x;\n\t} else if (/*YOUR CODE HERE*/x < z && z ) {\n\t\treturn y;\n\t} else {\n\t\treturn z;\n\t}\n}\n",12,5884.099500859543,30000
141,2,383768959.786087,"Write a function addOne that adds 1 to its integer reference parameter. The function returns nothing.","void addOne (int& x) {\n\t/* YOUR CODE HERE * \n     x= x + 1;\n}\n",1,6516.576205577366,30000
141,2,383803736.701614,"Write the definition of a function firstEqualsLast that checks if the first character of one string is the same as the last character of a second string","bool firstEqualsLast(string a, string b) {\n\t/* YOUR CODE HERE */\n\treturn a == b; \n}\n",16,4749.33487808192,30000
141,2,383838571.174217,"Using two statements, complete the definition of the function swapints that is passed two int variables. The function returns nothing but exchanges the values of the two variables.","void swapints(int &a, int &b){\n\tint temp = a;\n\t/* YOUR CODE HERE */\n a = b;\n  b = temp\n}\n",0,4802.347706186568,30000
141,2,383873063.5363,"Given that an array of int named a has been declared with 12 elements and that the integer variable k holds a value between 0 and 6. Assign 9 to the element just after a[k].","a[k+1] = 9;",10,4461.637550761048,30000
141,2,383909456.3078,"Complete the assignment of the variable isFailing such that it is set to true if exam_score is less than 50, and false otherwise","int exam_score;\ncin >> exam_score;\nbool isFailing = exam_score < 50);\nif (isFailing) {\n\tcout << You failed! << endl;\n} else {\n\tcout << You passed! << endl;\n}\n",8,6361.273575508527,30000
141,2,383946084.606874,"Given an int variable k that has already been declared, use a  for loop to print a single line consisting of 97 asterisks. Use no variables other than k.","for (/* YOUR CODE HERE */){\n\tcout << *;\n}\n",7,6596.467274677236,30000
141,2,383979796.487479,"Using one expression, complete the function notDivisibleByThree that returns false if x is divisible by three, and true otherwise","bool notDivisibleByThree(int x){\n\treturn /*YOUR CODE HERE*/;\n}\n",9,3678.3104038645843,30000
