participant-id,category,timestamp,prompt,answer,stimulus-id,previous-delay,stimulus_time
129,2,6032638.072222,"Using one expression, complete the function notDivisibleByThree that returns false if x is divisible by three, and true otherwise","bool notDivisibleByThree(int x){\n\treturn x % 3 != ;\n}\n",9,17653.082248984647,30000
129,2,6069388.994093,"Complete the assignment of the variable isFailing such that it is set to true if exam_score is less than 50, and false otherwise","int exam_score;\ncin >> exam_score;\nbool isFailing = exam_score < 50;\nif (isFailing) {\n\tcout << You failed! << endl;\n} else {\n\tcout << You passed! << endl;\n}\n",8,6724.703829531348,30000
129,2,6102726.36788,"Given an int variable k that has already been declared, use a  for loop to print a single line consisting of 97 asterisks. Use no variables other than k.","for (/* YOUR CODE HERE */ k = 0; k < 97; k++){\n\tcout << *;\n}\n",7,3299.2741743593256,30000
129,2,6136746.980825,"Write a for loop that prints the integers 1 through 40, separated by spaces or new lines. You may use only one variable, count which has already been declared as an integer.","for (/* YOUR CODE HERE */ count = 1; count <= 40; count++) {\n\tcout << count <<  ;\n}\n",5,3999.8485311486515,30000
129,2,6171893.650884,"Write a function addOne that adds 1 to its integer reference parameter. The function returns nothing.","void addOne (int& x) {\n\t/* YOUR CODE HERE */\n\tx = x + 1;\n}\n",1,5123.524379533678,30000
129,2,6207397.580277,"You are given a 6x8 (6 rows, 8 columns) array of integers, x, already initialized and three integer variables: max, i and j. Write the necessary code so that max will have the largest value in the array x.","max = x[0][0];\nfor(i = 0; i < 6; i++){\n\tfor(j = 0; j < 8; j++){\n\t\tif(x[i]){\n\t\t\tmax = x[i][j];\n\t\t}\n\t}\n}\n",14,5470.949914143242,30000
129,2,6240906.913001,"Complete the if/else statement such that it assigns true to the variable fever if the variable temperature is greater than 98.6; otherwise it assigns false to fever.","if (temperature > 98.6) {\n\t/* YOUR CODE HERE */\n\tfever = true;\n} else {\n\tfever = false;\n}\n",11,3491.063960642323,30000
129,2,6275138.364347,"Complete the definition of the function absoluteValue such that it receives an integer parameter and returns the absolute value of the parameter's value.","int absoluteValue(int num1) {\n\t/* YOUR CODE HERE */\n\tint absolute\n\tabsoluteValue = abs(num1);\n\treturn absoluteValue;\n}\n",2,4199.279864699831,30000
129,2,6309156.752097,"Using two statements, complete the definition of the function swapints that is passed two int variables. The function returns nothing but exchanges the values of the two variables.","void swapints(int &a, int &b){\n\tint temp = a;\n\t/* YOUR CODE HERE */\n\ta = b; \n  \tb = temp;\n}\n",0,3999.2243704605385,30000
129,2,6345114.575762,"Given that an array of int named a has been declared with 12 elements and that the integer variable k holds a value between 0 and 6. Assign 9 to the element just after a[k].","a[/* YOUR CODE HERE */k + 1] = 9;",10,5929.51192614623,30000
129,2,6381649.026473,"Complete the definition of a function max that has three int parameters and returns the largest.","int max(int x,int y,int z) {\n\tif (x > z && x > y) {\n\t\treturn x;\n\t} else if (/*YOUR CODE HERE*/ y > z && y > x)) {\n\t\treturn y;\n\t} else {\n\t\treturn z;\n\t}\n}\n",12,6508.5351185951395,30000
129,2,6419730.505894,"Given two 3x5 2D arrays of integer, x1 and x2, write the code needed to copy every value from x1 to its corresponding element in x2.","for(int i = 0; i < 3; i++){\n\tfor(int j = 0; j < 5; j++){\n\t\t/* YOUR CODE HERE */\n\t\tx1[i][j] = x1[]\n\t}\n}\n",13,8057.442176939813,30000
129,2,6452801.872759,"Complete the switch statement to output "Moo!" when the value of animal is "cow"","switch(animal) {\n\tcase pig:\n\t\tcout << Oink! << endl;\n\t\tbreak;\n\tcase hen:\n\tcout << Cluck! << endl;\n\t\tbreak;\n\t/* YOUR CODE HERE */\n  case cow:\n    cout << Moo! << endl;\n    break;\n\n}\n",15,3049.0786623075574,30000
129,2,6487985.220666,"Complete the for loop such that it prints the odd integers 11 through 121 inclusive, separated by spaces.","for (int i = 11; i <= 121; /* YOUR CODE HERE */i += 2) {\n\tcout << i <<  ;\n}\n",3,5154.525030968826,30000
129,2,6521142.036848,"Write the definition of a function firstEqualsLast that checks if the first character of one string is the same as the last character of a second string","bool firstEqualsLast(string a, string b) {\n\t/* YOUR CODE HERE */\n\treturn a[0] == b[b.length()-1];\n}\n",16,3124.570771988978,30000
129,2,6554198.69096,"Complete the definition of a function isSenior, that receives an integer parameter and returns true if the parameter's value is greater or equal to 65, and false otherwise.","bool isSenior(int age) {\n\t/* YOUR CODE HERE */\n\treturn age >= 65;\n}\n",4,3030.3725180440033,30000
129,2,6590406.489934,"Write the definition of a function min that has two int parameters and returns the smaller.","int min (int num1, int num2) {\n\t/* YOUR CODE HERE */\n\tif(num1 < num2)\n      return num1;\n  return num2;\n}\n",6,6185.01252150589,30000
