vol_num,question_num,keystrokes
0,[],[]
1,[],[]
2,[],[]
3,[],[]
4,[],[]
5,[],[]
6,[],[]
7,[],[]
8,[],[]
9,[],[]
10,[],[]
11,[],[]
12,[],[]
13,[],[]
14,[],[]
15,[],[]
16,[7],[]
17,[7],[]
18,[7],[]
19,[7],[]
20,[7],[]
21,[7],[]
22,[7],[]
23,[7],[]
24,[7],[]
25,[7],[]
26,[7],[]
27,[7],[]
28,[7],[]
29,[7],[]
30,[7],[]
31,[7],[]
32,[7],[]
33,[7],[]
34,[7],[]
35,[7],[]
36,[7],[]
37,[7],"['<K:S>', 't', 'h', 'e', 's', 'e']"
38,[7],"[' ', 'a', 'p', 'p', 'r', 'o', 'a', 'c']"
39,[7],"['h', 'e', 's', ' ']"
40,[7],"['h', 'a', 'v', 'e', ' ', 't', 'h']"
41,[7],"['i', 'r', ' ', 'o']"
42,[7],['<K:BS x=4>']
43,[7],"['e', 'i', 'r', ' ', 'o', 'w', 'n']"
44,[7],"[' ', 'm', 'e', 'r', 'i', 't', 's']"
45,[7],"['<K:CTRL>', '<K:BS x=3>']"
46,[7],"['<K:BS>', 'a', 'r', 'e', ' ']"
47,[7],[]
48,[7],[]
49,[7],[]
50,[7],"['b', 'e']"
51,[7],"['n', 'e']"
52,[7],"['<K:CTRL>', '<K:BS>']"
53,[7],"['b', 'e', 'n', 'e', 'f', 'i']"
54,[7],"['c', 'i', 'a', 'l', ' ', 'f', 'o', 'r', ' ', 'd']"
55,[7],"['i', 'f', 'f', 'e', 'r', 'e', 'n', 't', ' ']"
56,[7],"['r', 'e', 'a', 's', 'o', 'n', 's']"
57,[7],['<K:S>']
58,[7],['.']
59,[7],[' ']
60,[7],"['<K:S>', 's', 'e', 'e', 'k', 'i', 'n', 'g']"
61,[7],"[' ', 'n']"
62,[7],"['e', 'w', ' ', 'e', 'x']"
63,[7],"['p', 'e', 'r', 'i', 'e', 'n', 'c', 'e']"
64,[7],"['s', ' ', 'a', 'n', 'd', ' ', 'e']"
65,[7],"['m', 'b', 'r', 'a', 'c', 'i', 'n', 'g', ' ']"
66,[7],"['c', 'h', 'a', 'n', 'g', 'e', ' ']"
67,[7],"['p', 'r', 'o', 'm', 'p', 't', 's', ' ', 'p']"
68,[7],"['e', 'r', 's', 'o', 'n', 'a', 'l', ' ', 'g', 'r']"
69,[7],"['o', 'w', 't']"
70,[7],['h']
71,[7],[]
72,[7],[]
73,[7],"['<K:CTRL>', '<K:BS x=3>']"
74,[7],"['p', 'r', 'o', 'm', 'o', 't', 'e']"
75,[7],"['s', ' ', 'p', 'e', 'r', 's', 'o']"
76,[7],"['n', 'a', 'l', ' ', 'g', 'r', 'o', 'w', 't']"
77,[7],"['h', ',', ' ']"
78,[7],"['w', 'h', 'i', 'l', 'e', ' ']"
79,[7],[]
80,[7],[]
