participant-id,category,timestamp,prompt,answer,stimulus-id,previous-delay,stimulus_time
133,0,549791762.24641,"Fill in the blank below","New York fashion designer Anna Sui creates eclectic ____shirts and outfits with ____ that represent an amalgam of playful, 1970's funky style fused with an edgy, urban sensibility.",8,14239.071964053026,30000
133,0,549824808.897012,"Fill in the blank below","Brian was so fond of his dog that their brief ____separation____ left him not just saddened, but in a state of sorrow.",5,3011.258445298727,30000
133,0,549859093.206326,"Fill in the blank below","Because he had decided not to glorify himself through the sales of his new product, the inventor anonymously ____and quickly donated____ all profits to charity.",15,4252.6353227994705,30000
133,0,549894884.448079,"Fill in the blank below","Once his integrity had been challenged, the mayoral candidate was quick both to dismiss these attacks and to ____execute____ counterattacks.",14,5758.388584375464,30000
133,0,549928902.476469,"Fill in the blank below","Angered that the book arrived in the mail in such a shabby condition, Elliot insisted that the bookseller ____promptly replace____ it with a new copy.",16,3997.1598897881327,30000
133,0,549964580.820374,"Fill in the blank below","According to the ancient Greek philosopher Plato, only philosophy can provide genuine understanding because it scrutinizes assumptions that other areas of study merely ____acccept otake____ for granted.",12,5644.468039365018,30000
133,0,549998274.028421,"Fill in the blank below","Since the foreign correspondent was accustomed to completing his ________ under tumultuous conditions, the commotion of the subway at rush hour presented no impediment to his creativity.",6,3664.266588248125,30000
133,0,550031740.407107,"Fill in the blank below","Using detailed observations made by ancient astronomers in China, Korea, and Japan to complement data ____gathered____ by modern instruments, scientists can establish precisely when a particular star exploded.",11,3420.155117774862,30000
133,0,550068505.20023,"Fill in the blank below","The lectures on quantum physics were invariably dull; the lecturer ____presented____ his ill-prepared material in a manner guaranteed to send even the most ardent student to sleep.",9,6735.601427488779,30000
133,0,550107122.402242,"Fill in the blank below","In frigid regions a ____layer____ of ice under the soil surface prevents water from sinking deep into the soil, and so the water floods the land, helping to create bog and swamp conditions.",3,8583.002589246009,30000
133,0,550142884.912757,"Fill in the blank below","The library's ____Asian American collection____ is a trove of Asian American historical documents, including rare materials about race relations.",4,5743.081298163824,30000
133,0,550178997.670785,"Fill in the blank below","In addition to evaluating ____applicants____ of resumes and references, some employers want to supplement the hiring process by employing graphologists to study applicants' handwriting for character analysis.",7,6085.592966002748,30000
133,0,550214207.149491,"Fill in the blank below","The progress of the disease is subtle; it ____worsens____ stealthily without any symptoms in the early stages.",10,5186.532321416694,30000
133,0,550248058.69089,"Fill in the blank below","Over the years the anthropologist's opinions had ossified: he refused to tolerate new ideas and nothing could ____change____ his mind.",13,3821.680950306729,30000
133,0,550281145.176172,"Fill in the blank below","To reach Simonville, the traveller needs to drive with extreme caution along the windy curves of the ____narrow____ road that climbs steeply to the summit.",0,3062.508185228646,30000
133,0,550314996.287016,"Fill in the blank below","The admiral rescinded her ____command____ to attack when she saw the white flag raised by the enemy sailors; she was relieved that she could bring an end to the hostilities.",1,3832.5007722942996,30000
133,0,550352983.795366,"Fill in the blank below","Architects define a physical structure as a set of materials arranged in such a way that these materials can resist the downward ____force____ of gravity.",2,7962.095538149449,30000
