3	Product Version: USB-60x3
3	Executable File Version: 2.9.2,5 
3	Program Build Date: Jan  5 2012,  14:10:25
3	Customer Serial Number: 200-371-1-1
3	Customer Name:  Luis Hernandez 
3	Customer Organization:  Univerisity of Michigan
3	--------------------------------------------------------
3	TimeValues	2019	2	28	16	43	6	UTC
3	TimeStamp	Thursday, February 28, 2019, 11:43:06 AM 
3	DataFormat	2.9.0,009
3	ScreenSize	142.964	107.285	// full screen size (not measured lines) in mm
3	ViewingDistance	100
3	ImageShape	Fit
3	SmoothingMethod	SimpleMovingAverage
3	SmoothingPoints	4
3	eyeA:pupilSegmentationMethod	Ellipse
3	eyeA:gazeNudge	0	0
3	--------------------------------------------------------
3	Data Notes:
3	 1) X_Gaze and Y_Gaze are uncorrected gaze values (no smoothing, etc...).
3	 2) X_CorrectedGaze and Y_CorrectedGaze are corrected gaze values that may include smoothing, averaging, parallax correction, nudging, etc...
3	 3) Regions are calculated with respect to the corrected gaze values.
3	 4) PupilWidth and PupilHeight calculations are relative to which pupil segmentation method is active.
3	    a) Ellipse - PupilWidth is the major-axis (larger value) and PupilHeight is the minor-axis (smaller value).
3	       The major-axis and the minor-axis are both normalized by the width of the EyeCamera window so the scales of the axes are commensurable.
3	    b) Oval Fit - PupilWidth is the HORIZONTAL dimension and PupilHeight is the VERTICAL dimension of the rectangular bounding box of the unrotated Oval.
3	       The HORIZONTAL and VERTICAL dimensions are both normalized by the width and height of the EyeCamera window respectively so the scales of the axes are incommensurable (see manual for details).
3	    c) Centroid - PupilWidth and PupilHeight are 0, because no pupil size is obtained.
3	--------------------------------------------------------
3	 idName	
3	 idTest	
3	 idSession	
3	 idNotes	
3	--------------------------------------------------------
6	ATT	ADT	ALX	ALY	ACX	ACY	ARI	APW	APH	AQU	AFX	CNT
5	TotalTime	DeltaTime	X_Gaze	Y_Gaze	X_CorrectedGaze	Y_CorrectedGaze	Region	PupilWidth	PupilHeight	Quality	Fixation	Count
7	 0.000000	EyeA FrameRate	60
2	 0.000000	+
2	 0.000000	+
16	 0.000000	STARTUP.BMP
10	  0.0000	   0.0000	0.5969	0.3922	0.5969	0.3922	-1	0.4665	0.4083	1	26.9675	0
10	  0.0111	  11.1044	0.5969	0.3922	0.5969	0.3922	-1	0.4665	0.4083	1	26.9786	1
10	  0.0256	  14.4759	0.5969	0.3922	0.5969	0.3922	-1	0.4665	0.4083	1	26.9931	2
10	  0.0424	  16.8307	0.5969	0.3922	0.5969	0.3922	-1	0.4665	0.4083	1	27.0099	3
10	  0.0591	  16.7096	0.5969	0.3922	0.5969	0.3922	-1	0.4665	0.4083	1	27.0266	4
10	  0.0758	  16.6444	0.5969	0.3922	0.5969	0.3922	-1	0.4665	0.4083	1	27.0433	5
10	  0.0925	  16.7410	0.5969	0.3922	0.5969	0.3922	-1	0.4665	0.4083	1	27.0600	6
10	  0.1091	  16.5801	0.5969	0.3922	0.5969	0.3922	-1	0.4665	0.4083	1	27.0766	7
10	  0.1259	  16.7932	0.5969	0.3922	0.5969	0.3922	-1	0.4665	0.4083	1	27.0934	8
10	  0.1425	  16.5994	0.5969	0.3922	0.5969	0.3922	-1	0.4665	0.4083	1	27.1100	9
10	  0.1593	  16.7727	0.5969	0.3922	0.5969	0.3922	-1	0.4665	0.4083	1	27.1268	10
10	  0.1758	  16.5696	0.5969	0.3922	0.5969	0.3922	-1	0.4665	0.4083	1	27.1433	11
10	  0.1925	  16.6613	0.5969	0.3922	0.5969	0.3922	-1	0.4665	0.4083	1	27.1600	12
10	  0.2092	  16.7649	0.5969	0.3922	0.5969	0.3922	-1	0.4665	0.4083	1	27.1768	13
10	  0.2259	  16.6073	0.5969	0.3922	0.5969	0.3922	-1	0.4665	0.4083	1	27.1934	14
10	  0.2426	  16.7534	0.5969	0.3922	0.5969	0.3922	-1	0.4665	0.4083	1	27.2101	15
