vol_num,question_num,keystrokes
1,[],[]
2,[],[]
3,[],[]
4,[],[]
5,[],[]
6,[],[]
7,[],[]
8,[],[]
9,[],[]
10,[],[]
11,[],[]
12,[],[]
13,[],[]
14,[],[]
15,[2],[]
16,[2],[]
17,[2],[]
18,[2],[]
19,[2],[]
20,[2],[]
21,[2],[]
22,[2],"['<K:S>', 'i', ' ', 'd', 'i']"
23,[2],"['s', 'a', 'g', 'r']"
24,[2],"['e', 'e', ' ', 'b', 'e']"
25,[2],"['c', 'a', 'u']"
26,[2],"['s', 'e', ' ', 's', 'o', 'm', 'e', ' ']"
27,[2],"['o', 'f']"
28,[2],"[' ', 't', 'h', 'e', ' ']"
29,[2],"['b', 'e', 's', ' ', '<K:BS>', 't']"
30,[2],"[' ', 'e', 'x', 'p', 'e', 'r', 'i']"
31,[2],"['e', 'n', 'c', 'e', 's', ' ']"
32,[2],"['h', 'a', 'p', 'p', 'e', 'n', ' ']"
33,[2],"['o', 'n', ' ', 'a', 'c']"
34,[2],"['c', 'i', 'd', 'e', 'n']"
35,[2],"['t', ',', ' ', 'w', 'h', 'e']"
36,[2],"['n', ' ', 'y', 'o', 'u']"
37,[2],"[' ', 'h', 'a', 'v', 'e', ' ']"
38,[2],"['n', 'o', 'u', 'g', 'h', ' ', 't']"
39,[2],['<K:BS x=4>']
40,[2],"['<K:BS x=3>', 'e', 'n', 'o']"
41,[2],"['u', 'g', 'h', 't']"
42,[2],"['<K:BS>', ' ', 't', 'i', 'm', 'e', ' ', 't', 'o']"
43,[2],"[' ', 'e', 'x', 'p', 'l']"
44,[2],"['o', 'r', 'e', ' ']"
45,[2],[]
46,[2],[]
47,[2],"['t', 'h', 'i']"
48,[2],"['n', 'g', 's', ' ', 'f', 'o']"
49,[2],"['r', ' ', 'y', 'o', 'u', 'r', 's', 'e']"
50,[2],"['l', 'f', '.', ' ', '<K:S>']"
51,[2],"['i', ' ', 'a', 'l', 's', 'o', ' ']"
52,[2],[]
53,[2],"['a', 'p', 'p', 'r', 'e', 'i']"
54,[2],"['c', '<K:BS x=2>']"
55,[2],"['c', 'i', 'a', 't']"
56,[2],"['e', ' ', 'b', 'e', 'i']"
57,[2],"['n', 'g']"
58,[2],"[' ', 'a', 'b', ' ', 'l', 'e']"
59,[2],"[' ', 't', '<K:BS x=2>']"
60,[2],"['<K:BS x=3>', 'l', 'e', ' ']"
61,[2],"['t', 'o', ' ', 'e']"
62,[2],"['x', 'p', 'l']"
63,[2],"['o', 'r', 'e', ' ', 'a']"
64,[2],"['t', ' ', 'm', 'y', ' ']"
65,[2],"['o', 'w', 'n', ' ', 'p', 'a', 'c']"
66,[2],"['e', ' ', 'b', 'e', 'c']"
67,[2],"['a', 'u', 's', 'e', ' ', '<K:S>', 'i', ' ']"
68,[2],"['r', 'e', 'a', 'l', 'l', 'y', ' ', 'l']"
69,[2],"['i', 'k', 'e', ' ']"
70,[2],[]
71,[2],"['e', 'x', 'a']"
72,[2],"['m', 'i', 'n', 'i', 'n', 'g', ' ']"
73,[2],['a']
74,[2],"['s', ' ', 'm', 'a']"
75,[2],"['n', 'y', ' ', 'i', 't']"
76,[2],"['e', 'm', 's', ' ', 'a', 'n']"
77,[2],"[' ', '<K:BS>', 'd', ' ']"
78,[2],"['p', 'l', 'a', 'c', 'e', 's']"
79,[2],"[' ', 't', 'h', 'a', 't', ' ', '<K:S>', 'i', ' ']"
80,[2],"['c', 'a', 'n', ' ', 'b', 'e', 'f']"
81,[2],"['o', 'r', 'e', ' ', '<K:S>', 'i', ' ']"
