participant-id,category,timestamp,prompt,answer,stimulus-id,previous-delay,stimulus_time
122,2,178810126.112912,"You are given a 6x8 (6 rows, 8 columns) array of integers, x, already initialized and three integer variables: max, i and j. Write the necessary code so that max will have the largest value in the array x.","max = x[0][0];\nfor(i = 0; i < 6; i++){\n\tfor(j = 0; j < 8; j++){\n\t\tif(x[i][j] > max){\n\t\t\tmax = x[i][j];\n\t\t}\n\t}\n}\n",14,14444.528636928706,30000
122,2,178845137.728286,"Write the definition of a function min that has two int parameters and returns the smaller.","int min (int num1, int num2) {\n\treturn (num1 < num2) ? num1 : num2;\t/* YOUR CODE HERE */\n}\n",6,4987.149830766264,30000
122,2,178881420.153974,"Write a for loop that prints the integers 1 through 40, separated by spaces or new lines. You may use only one variable, count which has already been declared as an integer.","for (count = 1; count <\n\tcout << count <<  ;\n}\n",5,6252.014799717386,30000
122,2,178918611.489314,"Write a function addOne that adds 1 to its integer reference parameter. The function returns nothing.","void addOne (int& x) {\n\t/* YOUR CODE HERE */\n\tx += 1;\n}\n",1,7172.573855680841,30000
122,2,178954446.652753,"Write the definition of a function firstEqualsLast that checks if the first character of one string is the same as the last character of a second string","bool firstEqualsLast(string a, string b) {\n\t/* YOUR CODE HERE */\n  \tif (a.empty() || b.empty()) return false;\n\treturn a.front() == b.front();\n}\n",16,5809.693811392134,30000
122,2,178991073.490707,"Complete the definition of a function isSenior, that receives an integer parameter and returns true if the parameter's value is greater or equal to 65, and false otherwise.","bool isSenior(int age) {\n\t/* YOUR CODE HERE */\n\treturn age >= 65;\n}\n",4,6593.113893086697,30000
122,2,179027299.697138,"Complete the if/else statement such that it assigns true to the variable fever if the variable temperature is greater than 98.6; otherwise it assigns false to fever.","if (temperature > 98.6) {\n\t/* YOUR CODE HERE */\n\tfever = true;\n} else {\n\tfever = false;\n}\n",11,6175.805085679751,30000
122,2,179062914.595412,"Given two 3x5 2D arrays of integer, x1 and x2, write the code needed to copy every value from x1 to its corresponding element in x2.","for(int i = 0; i < 3; i++){\n\tfor(int j = 0; j < 5; j++){\n\t\t/* YOUR CODE HERE */\n\t\tx2[i][j] = x1[i][j];\n\t}\n}\n",13,5587.614039570293,30000
122,2,179096107.144749,"Using one expression, complete the function notDivisibleByThree that returns false if x is divisible by three, and true otherwise","bool notDivisibleByThree(int x){\n\treturn x % 3;\n}\n",9,3175.3260735020067,30000
122,2,179130069.427032,"Complete the assignment of the variable isFailing such that it is set to true if exam_score is less than 50, and false otherwise","int exam_score;\ncin >> exam_score;\nbool isFailing = exam_score < 50;\nif (isFailing) {\n\tcout << You failed! << endl;\n} else {\n\tcout << You passed! << endl;\n}\n",8,3934.560620574002,30000
122,2,179163719.416948,"Using two statements, complete the definition of the function swapints that is passed two int variables. The function returns nothing but exchanges the values of the two variables.","void swapints(int &a, int &b){\n\tint temp = a;\n\t/* YOUR CODE HERE */\n\ta = b;\n  \tb = temp;\n}\n",0,3618.408674711258,30000
122,2,179196819.605345,"Given that an array of int named a has been declared with 12 elements and that the integer variable k holds a value between 0 and 6. Assign 9 to the element just after a[k].","a[k + 1] = 9;",10,3069.46038292787,30000
122,2,179234103.549917,"Complete the for loop such that it prints the odd integers 11 through 121 inclusive, separated by spaces.","for (int i = 11; i <= 121; i += 2) {\n\tcout << i <<  ;\n}\n",3,7260.1968318165245,30000
122,2,179268204.820537,"Complete the definition of the function absoluteValue such that it receives an integer parameter and returns the absolute value of the parameter's value.","int absoluteValue(int num1) {\n\t/* YOUR CODE HERE */\n\tint absoluteValue;\n\tabsoluteValue = abs(num1);\n\treturn absoluteValue;\n}\n",2,4073.4296185628687,30000
122,2,179302072.371587,"Given an int variable k that has already been declared, use a  for loop to print a single line consisting of 97 asterisks. Use no variables other than k.","for (k = 0; k < 97; ++k){\n\tcout << *;\n}\n",7,3840.970021095187,30000
122,2,179337500.794674,"Complete the switch statement to output "Moo!" when the value of animal is "cow"","switch(animal) {\n\tcase pig:\n\t\tcout << Oink! << endl;\n\t\tbreak;\n\tcase hen:\n\tcout << Cluck! << endl;\n\t\tbreak;\n\t/* YOUR CODE HERE */\n  \tcase cow:\n        cout << Moo! << endl;\n\t\tbreak;\n}\n",15,5397.453543589923,30000
122,2,179371132.999909,"Complete the definition of a function max that has three int parameters and returns the largest.","int max(int x,int y,int z) {\n\tif (x > z && x > y) {\n\t\treturn x;\n\t} else if (y > x && y > z) {\n\t\treturn y;\n\t} else {\n\t\treturn z;\n\t}\n}\n",12,3607.7002803983123,30000
