participant-id,category,timestamp,prompt,answer,stimulus-id,previous-delay,stimulus_time
102,2,169738210.881309,"Given two 3x5 2D arrays of integer, x1 and x2, write the code needed to copy every value from x1 to its corresponding element in x2.","for(int i = 0; i < 3; i++){\n\tfor(int j = 0; j < 5; j++){\n\t\t/* YOUR CODE HERE */\n\t\tx2[i][j] = x1[i][]\n\t}\n}\n",13,14006.920900096778,30000
102,2,169771693.357317,"Write a for loop that prints the integers 1 through 40, separated by spaces or new lines. You may use only one variable, count which has already been declared as an integer.","for (count = 1; count <= 40; count++) {\n\tcout << count << " ";\n}\n",5,3452.255223314547,30000
102,2,169808459.348709,"Complete the definition of a function isSenior, that receives an integer parameter and returns true if the parameter's value is greater or equal to 65, and false otherwise.","bool isSenior(int age) {\n\t/* YOUR CODE HERE */\n\treturn age >= 65;\n}\n",4,6733.064282722411,30000
102,2,169844338.84546,"You are given a 6x8 (6 rows, 8 columns) array of integers, x, already initialized and three integer variables: max, i and j. Write the necessary code so that max will have the largest value in the array x.","max = x[0][0];\nfor(i = 0; i < 6; i++){\n\tfor(j = 0; j < 8; j++){\n\t\tif(x[i][j] > max){\n\t\t\tmax = x[i][j];\n\t\t}\n\t}\n}\n",14,5853.790831414629,30000
102,2,169879250.831008,"Write the definition of a function min that has two int parameters and returns the smaller.","int min (int num1, int num2) {\n\t/* YOUR CODE HERE */\n      return num1 < num2 ? num1 : num2;\n\t}\n",6,4885.27919586677,30000
102,2,169916944.924594,"Complete the switch statement to output "Moo!" when the value of animal is "cow"","switch(animal) {\n\tcase "pig":\n\t\tcout << "Oink!" << endl;\n\t\tbreak;\n\tcase "hen":\n\tcout << "Cluck!" << endl;\n\t\tbreak;\n\t/* YOUR CODE HERE */\n  case "cow":\n    cout << "Moo!" << endl;\n    break\n\n}\n",15,7668.312683489341,30000
102,2,169952354.982636,"Complete the definition of a function max that has three int parameters and returns the largest.","int max(int x,int y,int z) {\n\tif (x > z && x > y) {\n\t\treturn x;\n\t} else if (y > x && y > z) {\n\t\treturn y;\n\t} else {\n\t\treturn z;\n\t}\n}\n",12,5359.649799903042,30000
102,2,169988191.041147,"Using two statements, complete the definition of the function swapints that is passed two int variables. The function returns nothing but exchanges the values of the two variables.","void swapints(int &a, int &b){\n\tint temp = a;\n\t/* YOUR CODE HERE */\n\tstd::swap(a, b);\n}\n",0,4346.766760527907,30000
102,2,170021559.930512,"Write the definition of a function firstEqualsLast that checks if the first character of one string is the same as the last character of a second string","bool firstEqualsLast(string a, string b) {\n\t/* YOUR CODE HERE */\n\treturn a[0] == b[b.size()-1];\n}\n",16,3345.9088258793718,30000
102,2,170054670.636437,"Complete the for loop such that it prints the odd integers 11 through 121 inclusive, separated by spaces.","for (int i = 11; i <= 121; i += 2) {\n\tcout << i << " ";\n}\n",3,3082.6911408855635,30000
102,2,170087977.63061,"Complete the if/else statement such that it assigns true to the variable fever if the variable temperature is greater than 98.6; otherwise it assigns false to fever.","if (temperature > 98.6) {\n\t/* YOUR CODE HERE */\n\tfever = true;\n} else {\n\tfever = false;\n}\n",11,3283.45989036725,30000
102,2,170120656.175426,"Complete the definition of the function absoluteValue such that it receives an integer parameter and returns the absolute value of the parameter's value.","int absoluteValue(int num1) {\n\tabsoluteVal = abs(num1);\n\treturn absoluteValue;\n}\n",2,2650.9585777244442,30000
102,2,170158143.585882,"Using one expression, complete the function notDivisibleByThree that returns false if x is divisible by three, and true otherwise","bool notDivisibleByThree(int x){\n\treturn x % 3 != 0;\n}\n",9,7468.970315626064,30000
102,2,170195660.330328,"Write a function addOne that adds 1 to its integer reference parameter. The function returns nothing.","void addOne (int& x) {\n\t/* YOUR CODE HERE */\n\tx++;\n}\n",1,7491.525910622728,30000
102,2,170229542.693648,"Complete the assignment of the variable isFailing such that it is set to true if exam_score is less than 50, and false otherwise","int exam_score;\ncin >> exam_score;\nbool isFailing = exam_score < 50;\nif (isFailing) {\n\tcout << "You failed!" << endl;\n} else {\n\tcout << "You passed!" << endl;\n}\n",8,3850.8749419913715,30000
102,2,170266920.364705,"Given an int variable k that has already been declared, use a  for loop to print a single line consisting of 97 asterisks. Use no variables other than k.","for (k = 0; k < 97; k++){\n\tcout << "*";\n}\n",7,7355.004680667883,30000
102,2,170301115.314684,"Given that an array of int named a has been declared with 12 elements and that the integer variable k holds a value between 0 and 6. Assign 9 to the element just after a[k].","a[k+1] = 9;",10,4164.5660388999095,30000
