3	Product Version: USB-60x3
3	Executable File Version: 2.9.2,5 
3	Program Build Date: Jan  5 2012,  14:10:25
3	Customer Serial Number: 200-371-1-1
3	Customer Name:  Luis Hernandez 
3	Customer Organization:  Univerisity of Michigan
3	--------------------------------------------------------
3	TimeValues	2019	2	15	19	58	37	UTC
3	TimeStamp	Friday, February 15, 2019, 2:58:37 PM 
3	DataFormat	2.9.0,009
3	ScreenSize	142.964	107.285	// full screen size (not measured lines) in mm
3	ViewingDistance	100
3	ImageShape	Fit
3	SmoothingMethod	SimpleMovingAverage
3	SmoothingPoints	4
3	eyeA:pupilSegmentationMethod	Ellipse
3	eyeA:gazeNudge	0	0
3	--------------------------------------------------------
3	Data Notes:
3	 1) X_Gaze and Y_Gaze are uncorrected gaze values (no smoothing, etc...).
3	 2) X_CorrectedGaze and Y_CorrectedGaze are corrected gaze values that may include smoothing, averaging, parallax correction, nudging, etc...
3	 3) Regions are calculated with respect to the corrected gaze values.
3	 4) PupilWidth and PupilHeight calculations are relative to which pupil segmentation method is active.
3	    a) Ellipse - PupilWidth is the major-axis (larger value) and PupilHeight is the minor-axis (smaller value).
3	       The major-axis and the minor-axis are both normalized by the width of the EyeCamera window so the scales of the axes are commensurable.
3	    b) Oval Fit - PupilWidth is the HORIZONTAL dimension and PupilHeight is the VERTICAL dimension of the rectangular bounding box of the unrotated Oval.
3	       The HORIZONTAL and VERTICAL dimensions are both normalized by the width and height of the EyeCamera window respectively so the scales of the axes are incommensurable (see manual for details).
3	    c) Centroid - PupilWidth and PupilHeight are 0, because no pupil size is obtained.
3	--------------------------------------------------------
3	 idName	
3	 idTest	
3	 idSession	
3	 idNotes	
3	--------------------------------------------------------
6	ATT	ADT	ALX	ALY	ACX	ACY	ARI	APW	APH	AQU	AFX	CNT
5	TotalTime	DeltaTime	X_Gaze	Y_Gaze	X_CorrectedGaze	Y_CorrectedGaze	Region	PupilWidth	PupilHeight	Quality	Fixation	Count
7	 0.000000	EyeA FrameRate	60
2	 0.000000	+
2	 0.000000	+
16	 0.000000	STARTUP.BMP
10	  0.0000	   0.0000	0.5969	0.3922	0.5969	0.3922	-1	0.4665	0.4083	1	16.4362	0
10	  0.0130	  12.9818	0.5969	0.3922	0.5969	0.3922	-1	0.4665	0.4083	1	16.4491	1
10	  0.0297	  16.7169	0.5969	0.3922	0.5969	0.3922	-1	0.4665	0.4083	1	16.4659	2
10	  0.0465	  16.7516	0.5969	0.3922	0.5969	0.3922	-1	0.4665	0.4083	1	16.4826	3
10	  0.0631	  16.6858	0.5969	0.3922	0.5969	0.3922	-1	0.4665	0.4083	1	16.4993	4
10	  0.0799	  16.7525	0.5969	0.3922	0.5969	0.3922	-1	0.4665	0.4083	1	16.5160	5
10	  0.0963	  16.3840	0.5969	0.3922	0.5969	0.3922	-1	0.4665	0.4083	1	16.5324	6
10	  0.1132	  16.8893	0.5969	0.3922	0.5969	0.3922	-1	0.4665	0.4083	1	16.5493	7
10	  0.1297	  16.5367	0.5969	0.3922	0.5969	0.3922	-1	0.4665	0.4083	1	16.5659	8
10	  0.1465	  16.8352	0.5969	0.3922	0.5969	0.3922	-1	0.4665	0.4083	1	16.5827	9
10	  0.1631	  16.6134	0.5969	0.3922	0.5969	0.3922	-1	0.4665	0.4083	1	16.5993	10
10	  0.1799	  16.7664	0.5969	0.3922	0.5969	0.3922	-1	0.4665	0.4083	1	16.6161	11
10	  0.1965	  16.6212	0.5969	0.3922	0.5969	0.3922	-1	0.4665	0.4083	1	16.6327	12
10	  0.2133	  16.7776	0.5969	0.3922	0.5969	0.3922	-1	0.4665	0.4083	1	16.6495	13
10	  0.2299	  16.5953	0.5969	0.3922	0.5969	0.3922	-1	0.4665	0.4083	1	16.6661	14
10	  0.2467	  16.7495	0.5969	0.3922	0.5969	0.3922	-1	0.4665	0.4083	1	16.6828	15
