3	Product Version: USB-60x3
3	Executable File Version: 2.9.2,5 
3	Program Build Date: Jan  5 2012,  14:10:25
3	Customer Serial Number: 200-371-1-1
3	Customer Name:  Luis Hernandez 
3	Customer Organization:  Univerisity of Michigan
3	--------------------------------------------------------
3	TimeValues	2019	2	26	14	29	9	UTC
3	TimeStamp	Tuesday, February 26, 2019, 9:29:09 AM 
3	DataFormat	2.9.0,009
3	ScreenSize	142.964	107.285	// full screen size (not measured lines) in mm
3	ViewingDistance	100
3	ImageShape	Fit
3	SmoothingMethod	SimpleMovingAverage
3	SmoothingPoints	4
3	eyeA:pupilSegmentationMethod	Ellipse
3	eyeA:gazeNudge	0	0
3	--------------------------------------------------------
3	Data Notes:
3	 1) X_Gaze and Y_Gaze are uncorrected gaze values (no smoothing, etc...).
3	 2) X_CorrectedGaze and Y_CorrectedGaze are corrected gaze values that may include smoothing, averaging, parallax correction, nudging, etc...
3	 3) Regions are calculated with respect to the corrected gaze values.
3	 4) PupilWidth and PupilHeight calculations are relative to which pupil segmentation method is active.
3	    a) Ellipse - PupilWidth is the major-axis (larger value) and PupilHeight is the minor-axis (smaller value).
3	       The major-axis and the minor-axis are both normalized by the width of the EyeCamera window so the scales of the axes are commensurable.
3	    b) Oval Fit - PupilWidth is the HORIZONTAL dimension and PupilHeight is the VERTICAL dimension of the rectangular bounding box of the unrotated Oval.
3	       The HORIZONTAL and VERTICAL dimensions are both normalized by the width and height of the EyeCamera window respectively so the scales of the axes are incommensurable (see manual for details).
3	    c) Centroid - PupilWidth and PupilHeight are 0, because no pupil size is obtained.
3	--------------------------------------------------------
3	 idName	
3	 idTest	
3	 idSession	
3	 idNotes	
3	--------------------------------------------------------
6	ATT	ADT	ALX	ALY	ACX	ACY	ARI	APW	APH	AQU	AFX	CNT
5	TotalTime	DeltaTime	X_Gaze	Y_Gaze	X_CorrectedGaze	Y_CorrectedGaze	Region	PupilWidth	PupilHeight	Quality	Fixation	Count
7	 0.000000	EyeA FrameRate	60
2	 0.000000	+
16	 0.000000	STARTUP.BMP
10	  0.0000	   0.0000	0.5482	0.3891	0.5476	0.3443	-1	0.1930	0.1036	1	0.4962	0
10	  0.0122	  12.2292	0.5427	0.4159	0.5466	0.3671	-1	0.0961	0.0452	1	0.0122	1
10	  0.0208	   8.5703	0.2298	0.3856	0.4679	0.3816	-1	0.0344	0.0305	1	0.0086	2
10	  0.0375	  16.6511	0.2306	0.3830	0.3878	0.3934	-1	0.0333	0.0317	1	0.0167	3
10	  0.0543	  16.8077	0.2298	0.3856	0.3082	0.3925	-1	0.0344	0.0305	1	0.0168	4
10	  0.0709	  16.6329	0.2306	0.3830	0.2302	0.3843	-1	0.0333	0.0317	1	0.0166	5
10	  0.0876	  16.7576	0.6509	0.2711	0.3355	0.3557	-1	0.0332	0.0272	1	0.0000	6
10	  0.1044	  16.7295	0.6505	0.2663	0.4404	0.3265	-1	0.0323	0.0312	1	0.0000	7
10	  0.1210	  16.6103	0.2300	0.3856	0.4405	0.3265	-1	0.0324	0.0310	1	0.0166	8
10	  0.1378	  16.7727	0.6505	0.2663	0.5455	0.2973	-1	0.0323	0.0312	1	0.0000	9
10	  0.1544	  16.5976	0.6509	0.2706	0.5455	0.2972	-1	0.0332	0.0272	1	0.0166	10
10	  0.1711	  16.7748	0.6507	0.2668	0.5455	0.2973	-1	0.0335	0.0311	1	0.0334	11
10	  0.1877	  16.6049	0.6510	0.2703	0.6508	0.2685	-1	0.0332	0.0266	1	0.0000	12
10	  0.2045	  16.7365	0.2299	0.3853	0.5456	0.2983	-1	0.0344	0.0311	1	0.0000	13
10	  0.2211	  16.6381	0.6510	0.2696	0.5456	0.2980	-1	0.0336	0.0295	1	0.0166	14
10	  0.2377	  16.6245	0.4549	0.3024	0.4967	0.3069	-1	0.0858	0.0559	1	0.0333	15
