3	Product Version: USB-60x3
3	Executable File Version: 2.9.2,5 
3	Program Build Date: Jan  5 2012,  14:10:25
3	Customer Serial Number: 200-371-1-1
3	Customer Name:  Luis Hernandez 
3	Customer Organization:  Univerisity of Michigan
3	--------------------------------------------------------
3	TimeValues	2019	2	26	15	58	6	UTC
3	TimeStamp	Tuesday, February 26, 2019, 10:58:06 AM 
3	DataFormat	2.9.0,009
3	ScreenSize	142.964	107.285	// full screen size (not measured lines) in mm
3	ViewingDistance	100
3	ImageShape	Fit
3	SmoothingMethod	SimpleMovingAverage
3	SmoothingPoints	4
3	eyeA:pupilSegmentationMethod	Ellipse
3	eyeA:gazeNudge	0	0
3	--------------------------------------------------------
3	Data Notes:
3	 1) X_Gaze and Y_Gaze are uncorrected gaze values (no smoothing, etc...).
3	 2) X_CorrectedGaze and Y_CorrectedGaze are corrected gaze values that may include smoothing, averaging, parallax correction, nudging, etc...
3	 3) Regions are calculated with respect to the corrected gaze values.
3	 4) PupilWidth and PupilHeight calculations are relative to which pupil segmentation method is active.
3	    a) Ellipse - PupilWidth is the major-axis (larger value) and PupilHeight is the minor-axis (smaller value).
3	       The major-axis and the minor-axis are both normalized by the width of the EyeCamera window so the scales of the axes are commensurable.
3	    b) Oval Fit - PupilWidth is the HORIZONTAL dimension and PupilHeight is the VERTICAL dimension of the rectangular bounding box of the unrotated Oval.
3	       The HORIZONTAL and VERTICAL dimensions are both normalized by the width and height of the EyeCamera window respectively so the scales of the axes are incommensurable (see manual for details).
3	    c) Centroid - PupilWidth and PupilHeight are 0, because no pupil size is obtained.
3	--------------------------------------------------------
3	 idName	
3	 idTest	
3	 idSession	
3	 idNotes	
3	--------------------------------------------------------
6	ATT	ADT	ALX	ALY	ACX	ACY	ARI	APW	APH	AQU	AFX	CNT
5	TotalTime	DeltaTime	X_Gaze	Y_Gaze	X_CorrectedGaze	Y_CorrectedGaze	Region	PupilWidth	PupilHeight	Quality	Fixation	Count
7	 0.000000	EyeA FrameRate	60
2	 0.000000	+
16	 0.000000	STARTUP.BMP
10	  0.0000	   0.0000	0.6377	0.5021	0.6364	0.4994	-1	0.1282	0.0726	1	0.8447	0
10	  0.0109	  10.9426	0.6300	0.4910	0.6327	0.4983	-1	0.1384	0.0799	1	0.8556	1
10	  0.0228	  11.8582	0.6449	0.4945	0.6356	0.4960	-1	0.1402	0.0811	1	0.8675	2
10	  0.0394	  16.6097	0.6331	0.4998	0.6364	0.4968	-1	0.1291	0.0741	1	0.8841	3
10	  0.0561	  16.6858	0.6385	0.4896	0.6366	0.4937	-1	0.1487	0.0889	1	0.9008	4
10	  0.0729	  16.7721	0.6327	0.5028	0.6373	0.4967	-1	0.1347	0.0700	1	0.9175	5
10	  0.0897	  16.8602	0.6402	0.5086	0.6361	0.5002	-1	0.1376	0.0647	1	0.9344	6
10	  0.1064	  16.6278	0.6414	0.4977	0.6382	0.4997	-1	0.1483	0.0744	1	0.9510	7
10	  0.1230	  16.6016	0.6456	0.5159	0.6400	0.5062	-1	0.0952	0.0572	1	0.9676	8
10	  0.1397	  16.7715	0.6388	0.4896	0.6415	0.5029	-1	0.1478	0.0886	1	0.9844	9
10	  0.1563	  16.6040	0.6488	0.4959	0.6436	0.4998	-1	0.1362	0.0790	1	1.0010	10
10	  0.1730	  16.6197	0.6569	0.4961	0.6475	0.4994	-1	0.1286	0.0758	1	1.0176	11
10	  0.1897	  16.7507	0.6585	0.4965	0.6507	0.4945	-1	0.1287	0.0781	1	0.0168	12
10	  0.2063	  16.6251	0.6551	0.4916	0.6548	0.4950	-1	0.1354	0.0819	1	0.0166	13
10	  0.2231	  16.7504	0.6569	0.4922	0.6568	0.4941	-1	0.1296	0.0838	1	0.0168	14
10	  0.2397	  16.6251	0.6588	0.4904	0.6573	0.4927	-1	0.1337	0.0850	1	0.0166	15
