participant-id,category,timestamp,prompt,answer,stimulus-id,previous-delay,stimulus_time
140,2,1015095834.362744,"Write a for loop that prints the integers 1 through 40, separated by spaces or new lines. You may use only one variable, count which has already been declared as an integer.","for (/* YOUR CODE HERE */int cout = 0; count < 40; ++count) {\n\tcout << count <<  ;\n}\n",5,12789.112504507366,30000
140,2,1015130628.369538,"Complete the assignment of the variable isFailing such that it is set to true if exam_score is less than 50, and false otherwise","int exam_score;\ncin >> exam_score;\nbool isFailing = /* YOUR CODE HERE */f;\nif (isFailing) {\n\tcout << You failed! << endl;\n} else {\n\tcout << You passed! << endl;\n}\n",8,4755.277346751907,30000
140,2,1015165475.61343,"You are given a 6x8 (6 rows, 8 columns) array of integers, x, already initialized and three integer variables: max, i and j. Write the necessary code so that max will have the largest value in the array x.","max = x[0][0];\nfor(i = 0; i < 6; i++){\n\tfor(j = 0; j < 8; j++){\n\t\tif(/* YOUR CODE HERE */x[i][j] > ma){\n\t\t\tmax = x[i][j];\n\t\t}\n\t}\n}\n",14,4809.886743399411,30000
140,2,1015202698.937039,"Given that an array of int named a has been declared with 12 elements and that the integer variable k holds a value between 0 and 6. Assign 9 to the element just after a[k].","a[/* YOUR CODE HERE */k + 1] = 9;",10,7189.023076187561,30000
140,2,1015239325.645666,"Complete the definition of the function absoluteValue such that it receives an integer parameter and returns the absolute value of the parameter's value.","int absoluteValue(int num1) {\n\t/* YOUR CODE HERE */\n\t\n\tabsoluteValue = abs(num1);\n\treturn absoluteValue;\n}\n",2,6605.482891523457,30000
140,2,1015274615.668714,"Given an int variable k that has already been declared, use a  for loop to print a single line consisting of 97 asterisks. Use no variables other than k.","for (/* YOUR CODE HERE */k = 0; k < 98; ++k){\n\tcout << *;\n}\n",7,5254.30651409754,30000
140,2,1015309555.399029,"Write the definition of a function firstEqualsLast that checks if the first character of one string is the same as the last character of a second string","bool firstEqualsLast(string a, string b) {\n\t/* YOUR CODE HERE */\n\tint asize = a.length()\n      int bsize = b.length();\n  if(a[0] == b[bl])\n}\n",16,4915.415510962418,30000
140,2,1015346452.185622,"Write a function addOne that adds 1 to its integer reference parameter. The function returns nothing.","void addOne (int& x) {\n\t/* YOUR CODE HERE */\n\tx = x + 1;\n}\n",1,6845.469722852858,30000
140,2,1015382533.7173,"Complete the if/else statement such that it assigns true to the variable fever if the variable temperature is greater than 98.6; otherwise it assigns false to fever.","if (temperature > 98.6) {\n\t/* YOUR CODE HERE */\n\tfever = true;\n} else {\n\tfever = false;\n}\n",11,6053.699751831415,30000
140,2,1015417480.632782,"Complete the switch statement to output "Moo!" when the value of animal is "cow"","switch(animal) {\n\tcase pig:\n\t\tcout << Oink! << endl;\n\t\tbreak;\n\tcase hen:\n\tcout << Cluck! << endl;\n\t\tbreak;\n\t/* YOUR CODE HERE */\n  case cow:\n    cout << Moo! << endl;\n    break;\n\n}\n",15,4916.357076639978,30000
140,2,1015453431.897095,"Complete the definition of a function isSenior, that receives an integer parameter and returns true if the parameter's value is greater or equal to 65, and false otherwise.","bool isSenior(int age) {\n\t/* YOUR CODE HERE */\n\tif age >- 65 {\n    \treturn true;  \n    }\n  return false;\n}\n\n",4,5925.846448997315,30000
140,2,1015487408.043725,"Using two statements, complete the definition of the function swapints that is passed two int variables. The function returns nothing but exchanges the values of the two variables.","void swapints(int &a, int &b){\n\tint temp = a;\n\t/* YOUR CODE HERE */\n\ta = b;\n   b = temp;\n}\n",0,3948.0718897469765,30000
140,2,1015521010.741132,"Write the definition of a function min that has two int parameters and returns the smaller.","int min (int num1, int num2) {\n\t/* YOUR CODE HERE */\n\tif( num1 < num2) {\n      return num1;\n    }\t\n  else {\n    return num2;\n  }\n\n}\n",6,3585.42672991316,30000
140,2,1015553975.124061,"Given two 3x5 2D arrays of integer, x1 and x2, write the code needed to copy every value from x1 to its corresponding element in x2.","for(int i = 0; i < 3; i++){\n\tfor(int j = 0; j < 5; j++){\n\t\t/* YOUR CODE HERE */\n\t\tx1[i][j] = x2[i][j];\n\t}\n}\n",13,2932.2262584964747,30000
140,2,1015588886.246313,"Using one expression, complete the function notDivisibleByThree that returns false if x is divisible by three, and true otherwise","bool notDivisibleByThree(int x){\n\treturn /*YOUR CODE HERE*/ x % 3 != 0;\n}\n",9,4884.483661738061,30000
140,2,1015624217.732771,"Complete the definition of a function max that has three int parameters and returns the largest.","int max(int x,int y,int z) {\n\tif (x > z && x > y) {\n\t\treturn x;\n\t} else if (/*YOUR CODE HERE*/y > z && y > x) {\n\t\treturn y;\n\t} else {\n\t\treturn z;\n\t}\n}\n",12,5308.4155835525635,30000
140,2,1015658522.110619,"Complete the for loop such that it prints the odd integers 11 through 121 inclusive, separated by spaces.","for (int i = 11; i <= 121; /* YOUR CODE HERE */i += 2) {\n\tcout << i <<  ;\n}\n",3,4281.498288801552,30000
