participant-id,category,timestamp,prompt,answer,stimulus-id,previous-delay,stimulus_time
111,2,188416209.238157,"Write the definition of a function firstEqualsLast that checks if the first character of one string is the same as the last character of a second string","bool firstEqualsLast(string a, string b) {\n\t/* YOUR CODE HERE */\n\tif (a[])\n}\n",16,13910.509348100837,30000
111,2,188450987.584952,"Complete the assignment of the variable isFailing such that it is set to true if exam_score is less than 50, and false otherwise","int exam_score;\ncin >> exam_score;\nbool isFailing = /*;\nif (isFailing) {\n\tcout << "You failed!" << endl;\n} else {\n\tcout << "You passed!" << endl;\n}\n",8,4748.872243913973,30000
111,2,188488010.512786,"You are given a 6x8 (6 rows, 8 columns) array of integers, x, already initialized and three integer variables: max, i and j. Write the necessary code so that max will have the largest value in the array x.","max = x[0][0];\nfor(i = 0; i < 6; i++){\n\tfor(j = 0; j < 8; j++){\n\t\tif(/* YOUR CODE HERE */){\n\t\t\tmax = x[i][j];\n\t\t}\n\t}\n}\n",14,6983.368168182864,30000
111,2,188521842.616137,"Complete the definition of the function absoluteValue such that it receives an integer parameter and returns the absolute value of the parameter's value.","int absoluteValue(int num1) {\n\tif (num1 < )\n\t\n\tabsoluteValue = abs(num1);\n\treturn absoluteValue;\n}\n",2,3802.312923375979,30000
111,2,188557189.318653,"Complete the if/else statement such that it assigns true to the variable fever if the variable temperature is greater than 98.6; otherwise it assigns false to fever.","if (temperature > 98.6) {\n\t/* YOUR CODE HERE */\n\tfever = true;\n} else {\n\tfever = false;\n}\n",11,5323.638516496937,30000
111,2,188592399.194042,"Write a function addOne that adds 1 to its integer reference parameter. The function returns nothing.","void addOne (int& x) {\n\t/* YOUR CODE HERE */\n\tx += 1;\n}\n",1,5177.021621215819,30000
111,2,188628775.487161,"Given that an array of int named a has been declared with 12 elements and that the integer variable k holds a value between 0 and 6. Assign 9 to the element just after a[k].","a[k + 1] = 9;",10,6342.733993198887,30000
111,2,188662414.365246,"Using one expression, complete the function notDivisibleByThree that returns false if x is divisible by three, and true otherwise","bool notDivisibleByThree(int x){\n\treturn x % 3;\n}\n",9,3607.900008425193,30000
111,2,188697135.13515,"Using two statements, complete the definition of the function swapints that is passed two int variables. The function returns nothing but exchanges the values of the two variables.","void swapints(int &a, int &b){\n\tint temp = a;\n\t/* YOUR CODE HERE */\n\ta = b;\n  b = temp;\n}\n",0,4699.994725571434,30000
111,2,188729720.998219,"Complete the definition of a function isSenior, that receives an integer parameter and returns true if the parameter's value is greater or equal to 65, and false otherwise.","bool isSenior(int age) {\n\t/* YOUR CODE HERE */\n\tif (age >= 65)\n      return true;\n  return false;\n}\n",4,2564.895312272448,30000
111,2,188762889.373971,"Write the definition of a function min that has two int parameters and returns the smaller.","int min (int num1, int num2) {\n\t/* YOUR CODE HERE */\n\tif(num1 > num2)\n  \t\treutnr num2;\nreutrn num1;}\n",6,3143.0905246381594,30000
111,2,188800232.218146,"Write a for loop that prints the integers 1 through 40, separated by spaces or new lines. You may use only one variable, count which has already been declared as an integer.","for (int i = 0; i <= 40) {\n\tcout << count << " ";\n}\n",5,7324.398459651516,30000
111,2,188834599.541204,"Given two 3x5 2D arrays of integer, x1 and x2, write the code needed to copy every value from x1 to its corresponding element in x2.","for(int i = 0; i < 3; i++){\n\tfor(int j = 0; j < 5; j++){\n\t\t/* YOUR CODE HERE */\n\t\tx1[]\n\t}\n}\n",13,4348.346961878527,30000
111,2,188867419.830397,"Given an int variable k that has already been declared, use a  for loop to print a single line consisting of 97 asterisks. Use no variables other than k.","for (){\n\tcout << "*";\n}\n",7,2790.7335827836873,30000
111,2,188903065.671139,"Complete the for loop such that it prints the odd integers 11 through 121 inclusive, separated by spaces.","for (int i = 11; i <= 121; ++i) {\n\tcout << i << " ";\n}\n",3,5611.722418107515,30000
111,2,188940209.824898,"Complete the switch statement to output "Moo!" when the value of animal is "cow"","switch(animal) {\n\tcase "pig":\n\t\tcout << "Oink!" << endl;\n\t\tbreak;\n\tcase "hen":\n\tcout << "Cluck!" << endl;\n\t\tbreak;\n\t/* YOUR CODE HERE */\n    case "cow"\n      cout << "Moo!" << endl;\n\n}\n",15,7116.4587932359655,30000
111,2,188977741.342174,"Complete the definition of a function max that has three int parameters and returns the largest.","int max(int x,int y,int z) {\n\tif (x > z && x > y) {\n\t\treturn x;\n\t} else if (y > x && y > z) {\n\t\treturn y;\n\t} else {\n\t\treturn z;\n\t}\n}\n",12,7504.002398950247,30000
