participant-id,category,timestamp,prompt,answer,stimulus-id,previous-delay,stimulus_time
111,0,187083969.574089,"Fill in the blank below","Angered that the book arrived in the mail in such a shabby condition, Elliot insisted that the bookseller ____replace____ it with a new copy.",16,13910.509348100837,30000
111,0,187118746.488848,"Fill in the blank below","New York fashion designer Anna Sui creates eclectic ____clothing____ that represent an amalgam of playful, 1970's funky style fused with an edgy, urban sensibility.",8,4748.872243913973,30000
111,0,187155764.101892,"Fill in the blank below","Once his integrity had been challenged, the mayoral candidate was quick both to dismiss these attacks and to ____prevent____ counterattacks.",14,6983.368168182864,30000
111,0,187189600.040558,"Fill in the blank below","Architects define a physical structure as a set of materials arranged in such a way that these materials can resist the downward ____force____ of gravity.",2,3802.312923375979,30000
111,0,187224947.850808,"Fill in the blank below","Using detailed observations made by ancient astronomers in China, Korea, and Japan to complement data ____found____ by modern instruments, scientists can establish precisely when a particular star exploded.",11,5323.638516496937,30000
111,0,187260151.675138,"Fill in the blank below","The admiral rescinded her ____command____ to attack when she saw the white flag raised by the enemy sailors; she was relieved that she could bring an end to the hostilities.",1,5177.021621215819,30000
111,0,187296517.914043,"Fill in the blank below","The progress of the disease is subtle; it ____exists____ stealthily without any symptoms in the early stages.",10,6342.733993198887,30000
111,0,187330148.373576,"Fill in the blank below","The lectures on quantum physics were invariably dull; the lecturer ____presented____ his ill-prepared material in a manner guaranteed to send even the most ardent student to sleep.",9,3607.900008425193,30000
111,0,187364884.529128,"Fill in the blank below","To reach Simonville, the traveller needs to drive with extreme caution along the windy curves of the ___winding_____ road that climbs steeply to the summit.",0,4699.994725571434,30000
111,0,187397483.048877,"Fill in the blank below","The library's ____collection____ is a trove of Asian American historical documents, including rare materials about race relations.",4,2564.895312272448,30000
111,0,187430647.138785,"Fill in the blank below","Since the foreign correspondent was accustomed to completing his ____travel____ under tumultuous conditions, the commotion of the subway at rush hour presented no impediment to his creativity.",6,3143.0905246381594,30000
111,0,187467992.594581,"Fill in the blank below","Brian was so fond of his dog that their brief ____meeting____ left him not just saddened, but in a state of sorrow.",5,7324.398459651516,30000
111,0,187502387.533574,"Fill in the blank below","Over the years the anthropologist's opinions had ossified: he refused to tolerate new ideas and nothing could ____change____ his mind.",13,4348.346961878527,30000
111,0,187535209.748886,"Fill in the blank below","In addition to evaluating ____strength____ of resumes and references, some employers want to supplement the hiring process by employing graphologists to study applicants' handwriting for character analysis.",7,2790.7335827836873,30000
111,0,187570859.142809,"Fill in the blank below","In frigid regions a ____layer____ of ice under the soil surface prevents water from sinking deep into the soil, and so the water floods the land, helping to create bog and swamp conditions.",3,5611.722418107515,30000
111,0,187607997.702694,"Fill in the blank below","Because he had decided not to glorify himself through the sales of his new product, the inventor anonymously ____donated____ all profits to charity.",15,7116.4587932359655,30000
111,0,187645529.738743,"Fill in the blank below","According to the ancient Greek philosopher Plato, only philosophy can provide genuine understanding because it scrutinizes assumptions that other areas of study merely ____take____ for granted.",12,7504.002398950247,30000
