participant-id,category,timestamp,prompt,answer,stimulus-id,previous-delay,stimulus_time
101,2,273688873.148313,"Complete the assignment of the variable isFailing such that it is set to true if exam_score is less than 50, and false otherwise","int exam_score;\ncin >> exam_score;\nbool isFailing = /* YOUR CODE HERE */;\nif (isFailing) {\n\tcout << "You failed!" << endl;\n} else {\n\tcout << "You passed!" << endl;\n}\n",8,12648.480850758842,30000
101,2,273723941.862649,"Write the definition of a function min that has two int parameters and returns the smaller.","int min (int num1, int num2) {\n\tif nim1 >  num 2 r/* YOUR CODE HERE */\n\t}\n",6,5042.64261732144,30000
101,2,273758279.401512,"Given two 3x5 2D arrays of integer, x1 and x2, write the code needed to copy every value from x1 to its corresponding element in x2.","for(int i = 0; i < 3; i++){\n\tfor(int j = 0; j < 5; j++){\n\t\t/* YOUR CODE HERE */\n\t\tx1\n\t}\n}\n",13,4303.942733144843,30000
101,2,273792052.094548,"You are given a 6x8 (6 rows, 8 columns) array of integers, x, already initialized and three integer variables: max, i and j. Write the necessary code so that max will have the largest value in the array x.","max = x[0][0];\nfor(i = 0; i < 6; i++){\n\tfor(j = 0; j < 8; j++){\n\t\tif(/* YOUR CODE HERE */x){\n\t\t\tmax = x[i][j];\n\t\t}\n\t}\n}\n",14,3743.141274540415,30000
101,2,273826215.889945,"Complete the switch statement to output "Moo!" when the value of animal is "cow"","switch(animal) {\n\tcase "pig":\n\t\tcout << "Oink!" << endl;\n\t\tbreak;\n\tcase "hen":\n\tcout << "Cluck!" << endl;\n\t\tbreak;\n\t/* YOUR CODE HERE */\n  case cow\n    cpot << "Mee" \n\n}\n",15,4138.530487319011,30000
101,2,273863747.90595,"Write the definition of a function firstEqualsLast that checks if the first character of one string is the same as the last character of a second string","bool firstEqualsLast(string a, string b) {\n\t/* YOUR CODE HERE */\n\tif a[lengthI]\n}\n",16,7507.99487489838,30000
101,2,273901110.153389,"Complete the definition of a function isSenior, that receives an integer parameter and returns true if the parameter's value is greater or equal to 65, and false otherwise.","bool isSenior(int age) {\n\t/* YOUR CODE HERE */\n\tif afe >= 63\n      restrn tre\n      \n  rest\n}\n",4,7326.459645295065,30000
101,2,273936174.883115,"Complete the if/else statement such that it assigns true to the variable fever if the variable temperature is greater than 98.6; otherwise it assigns false to fever.","if (temperature > 98.6) {\n\t/* YOUR CODE HERE */\n\tfever = truw\n} else {\n\tfever = false;\n}\n",11,5026.525666386434,30000
101,2,273970141.277344,"Write a for loop that prints the integers 1 through 40, separated by spaces or new lines. You may use only one variable, count which has already been declared as an integer.","for (iibt q = 1;  y > 3) {\n\tcout << count << " ";\n}\n",5,3934.417140326944,30000
101,2,274006362.062398,"Write a function addOne that adds 1 to its integer reference parameter. The function returns nothing.","void addOne (int& x) {\n\t/* YOUR CODE HERE */\n\tx\n}\n",1,6187.282570066416,30000
101,2,274041930.411508,"Using one expression, complete the function notDivisibleByThree that returns false if x is divisible by three, and true otherwise","bool notDivisibleByThree(int x){\n\treturn /*YOUR CODE HERE*/if x%3 reto;\n}\n",9,5549.480647091267,30000
101,2,274076844.419063,"Complete the definition of the function absoluteValue such that it receives an integer parameter and returns the absolute value of the parameter's value.","int absoluteValue(int num1) {\n\t/* YOUR CODE HERE */\n\t\n\tabsoluteValue = abs(num1);\n\treturn absoluteValue;\n}\n",2,4890.853660544846,30000
101,2,274113364.093958,"Given that an array of int named a has been declared with 12 elements and that the integer variable k holds a value between 0 and 6. Assign 9 to the element just after a[k].","a[k+1] = 9;",10,6487.129152402302,30000
101,2,274150676.770277,"Given an int variable k that has already been declared, use a  for loop to print a single line consisting of 97 asterisks. Use no variables other than k.","for (/* YOUR CODE HERE */k=1 i<98){\n\tcout << "*";\n}\n",7,7280.169841138341,30000
101,2,274183748.401148,"Using two statements, complete the definition of the function swapints that is passed two int variables. The function returns nothing but exchanges the values of the two variables.","void swapints(int &a, int &b){\n\tint temp = a;\n\t/* YOUR CODE HERE */\n\tb\n}\n",0,3050.8141748365742,30000
101,2,274216492.339134,"Complete the definition of a function max that has three int parameters and returns the largest.","int max(int x,int y,int z) {\n\tif (x > z && x > y) {\n\t\treturn x;\n\t} else if (/*YOUR CODE HERE*/y<z AND y>) {\n\t\treturn y;\n\t} else {\n\t\treturn z;\n\t}\n}\n",12,2718.830502250811,30000
101,2,274251686.420395,"Complete the for loop such that it prints the odd integers 11 through 121 inclusive, separated by spaces.","for (int i = 11; i <= 121; /* YOUR CODE HERE */i++) {\n\tcout << i << " ";\n}\n",3,5163.30416167807,30000
