3	Product Version: USB-60x3
3	Executable File Version: 2.9.2,5 
3	Program Build Date: Jan  5 2012,  14:10:25
3	Customer Serial Number: 200-371-1-1
3	Customer Name:  Luis Hernandez 
3	Customer Organization:  Univerisity of Michigan
3	--------------------------------------------------------
3	TimeValues	2019	2	13	19	50	23	UTC
3	TimeStamp	Wednesday, February 13, 2019, 2:50:23 PM 
3	DataFormat	2.9.0,009
3	ScreenSize	142.964	107.285	// full screen size (not measured lines) in mm
3	ViewingDistance	100
3	ImageShape	Fit
3	SmoothingMethod	SimpleMovingAverage
3	SmoothingPoints	4
3	eyeA:pupilSegmentationMethod	Ellipse
3	eyeA:gazeNudge	0	0
3	--------------------------------------------------------
3	Data Notes:
3	 1) X_Gaze and Y_Gaze are uncorrected gaze values (no smoothing, etc...).
3	 2) X_CorrectedGaze and Y_CorrectedGaze are corrected gaze values that may include smoothing, averaging, parallax correction, nudging, etc...
3	 3) Regions are calculated with respect to the corrected gaze values.
3	 4) PupilWidth and PupilHeight calculations are relative to which pupil segmentation method is active.
3	    a) Ellipse - PupilWidth is the major-axis (larger value) and PupilHeight is the minor-axis (smaller value).
3	       The major-axis and the minor-axis are both normalized by the width of the EyeCamera window so the scales of the axes are commensurable.
3	    b) Oval Fit - PupilWidth is the HORIZONTAL dimension and PupilHeight is the VERTICAL dimension of the rectangular bounding box of the unrotated Oval.
3	       The HORIZONTAL and VERTICAL dimensions are both normalized by the width and height of the EyeCamera window respectively so the scales of the axes are incommensurable (see manual for details).
3	    c) Centroid - PupilWidth and PupilHeight are 0, because no pupil size is obtained.
3	--------------------------------------------------------
3	 idName	
3	 idTest	
3	 idSession	
3	 idNotes	
3	--------------------------------------------------------
6	ATT	ADT	ALX	ALY	ACX	ACY	ARI	APW	APH	AQU	AFX	CNT
5	TotalTime	DeltaTime	X_Gaze	Y_Gaze	X_CorrectedGaze	Y_CorrectedGaze	Region	PupilWidth	PupilHeight	Quality	Fixation	Count
7	 0.000000	EyeA FrameRate	60
2	 0.000000	+
2	 0.000000	+
16	 0.000000	STARTUP.BMP
10	  0.0000	   0.0000	0.6521	0.2700	0.7000	0.2213	2	0.0319	0.0254	1	0.0895	0
10	  0.0122	  12.1537	0.7485	0.1696	0.7003	0.2206	2	0.0465	0.0329	1	0.1017	1
10	  0.0271	  14.9552	0.7473	0.1723	0.7239	0.1967	2	0.0433	0.0312	1	0.1166	2
10	  0.0438	  16.6664	0.4371	0.4928	0.6462	0.2762	-1	0.0558	0.0357	1	0.1333	3
10	  0.0605	  16.7062	0.4279	0.4856	0.5902	0.3301	-1	0.0994	0.0491	1	0.0167	4
10	  0.0773	  16.7693	0.4413	0.4763	0.5134	0.4067	-1	0.1436	0.0683	1	0.0168	5
10	  0.0939	  16.6120	0.4453	0.4665	0.4379	0.4803	-1	0.1587	0.0842	1	0.0166	6
10	  0.1106	  16.7056	0.4431	0.4786	0.4394	0.4767	-1	0.1053	0.0684	1	0.0167	7
10	  0.1273	  16.7750	0.4428	0.4585	0.4431	0.4700	1	0.1590	0.0841	1	0.0168	8
10	  0.1439	  16.5988	0.4457	0.4628	0.4442	0.4666	1	0.1668	0.0895	1	0.0166	9
10	  0.1607	  16.7334	0.4502	0.4566	0.4455	0.4641	1	0.1716	0.0960	1	0.0167	10
10	  0.1773	  16.6407	0.4484	0.4550	0.4468	0.4582	1	0.1648	0.0942	1	0.0166	11
10	  0.1941	  16.7729	0.4514	0.4530	0.4489	0.4569	1	0.1716	0.0888	1	0.0168	12
10	  0.2107	  16.6003	0.4477	0.4554	0.4494	0.4550	1	0.1620	0.1013	1	0.0166	13
10	  0.2274	  16.7482	0.4461	0.4480	0.4484	0.4528	1	0.1703	0.1093	1	0.0167	14
10	  0.2441	  16.6253	0.4525	0.4524	0.4494	0.4522	1	0.1756	0.1032	1	0.0166	15
