3	Product Version: USB-60x3
3	Executable File Version: 2.9.2,5 
3	Program Build Date: Jan  5 2012,  14:10:25
3	Customer Serial Number: 200-371-1-1
3	Customer Name:  Luis Hernandez 
3	Customer Organization:  Univerisity of Michigan
3	--------------------------------------------------------
3	TimeValues	2019	3	27	18	26	4	UTC
3	TimeStamp	Wednesday, March 27, 2019, 2:26:04 PM 
3	DataFormat	2.9.0,009
3	ScreenSize	142.964	107.285	// full screen size (not measured lines) in mm
3	ViewingDistance	100
3	ImageShape	Fit
3	SmoothingMethod	SimpleMovingAverage
3	SmoothingPoints	4
3	eyeA:pupilSegmentationMethod	Ellipse
3	eyeA:gazeNudge	0	0
3	--------------------------------------------------------
3	Data Notes:
3	 1) X_Gaze and Y_Gaze are uncorrected gaze values (no smoothing, etc...).
3	 2) X_CorrectedGaze and Y_CorrectedGaze are corrected gaze values that may include smoothing, averaging, parallax correction, nudging, etc...
3	 3) Regions are calculated with respect to the corrected gaze values.
3	 4) PupilWidth and PupilHeight calculations are relative to which pupil segmentation method is active.
3	    a) Ellipse - PupilWidth is the major-axis (larger value) and PupilHeight is the minor-axis (smaller value).
3	       The major-axis and the minor-axis are both normalized by the width of the EyeCamera window so the scales of the axes are commensurable.
3	    b) Oval Fit - PupilWidth is the HORIZONTAL dimension and PupilHeight is the VERTICAL dimension of the rectangular bounding box of the unrotated Oval.
3	       The HORIZONTAL and VERTICAL dimensions are both normalized by the width and height of the EyeCamera window respectively so the scales of the axes are incommensurable (see manual for details).
3	    c) Centroid - PupilWidth and PupilHeight are 0, because no pupil size is obtained.
3	--------------------------------------------------------
3	 idName	
3	 idTest	
3	 idSession	
3	 idNotes	
3	--------------------------------------------------------
6	ATT	ADT	ALX	ALY	ACX	ACY	ARI	APW	APH	AQU	AFX	CNT
5	TotalTime	DeltaTime	X_Gaze	Y_Gaze	X_CorrectedGaze	Y_CorrectedGaze	Region	PupilWidth	PupilHeight	Quality	Fixation	Count
7	 0.000000	EyeA FrameRate	60
2	 0.000000	+
2	 0.000000	+
16	 0.000000	STARTUP.BMP
10	  0.0000	   0.0000	0.7590	0.5132	0.7565	0.5195	3	0.1939	0.1341	1	0.8475	0
10	  0.0116	  11.5615	0.7522	0.5137	0.7545	0.5200	3	0.1901	0.1330	1	0.8590	1
10	  0.0197	   8.1874	0.7579	0.5122	0.7555	0.5144	3	0.1941	0.1395	1	0.8672	2
10	  0.0366	  16.8448	0.7547	0.5131	0.7560	0.5131	3	0.1928	0.1364	1	0.8841	3
10	  0.0532	  16.6196	0.7538	0.5197	0.7547	0.5147	3	0.1830	0.1319	1	0.9007	4
10	  0.0700	  16.7470	0.7593	0.5114	0.7564	0.5141	3	0.1939	0.1348	1	0.9174	5
10	  0.0867	  16.7524	0.7600	0.5115	0.7570	0.5139	3	0.1931	0.1351	1	0.9342	6
10	  0.1035	  16.7630	0.7540	0.5312	0.7568	0.5185	3	0.1583	0.1427	1	0.9509	7
10	  0.1201	  16.6283	0.7500	0.5116	0.7558	0.5164	3	0.1857	0.1375	1	0.9676	8
10	  0.1369	  16.7527	0.7534	0.5137	0.7543	0.5170	3	0.2018	0.1354	1	0.9843	9
10	  0.1534	  16.5891	0.7470	0.5220	0.7511	0.5197	3	0.1596	0.1508	1	1.0009	10
10	  0.1702	  16.7820	0.7523	0.5194	0.7507	0.5167	3	0.1807	0.1385	1	1.0177	11
10	  0.1869	  16.6244	0.7495	0.5188	0.7505	0.5185	3	0.1805	0.1439	1	1.0343	12
10	  0.2035	  16.6818	0.7545	0.5122	0.7508	0.5181	3	0.1958	0.1416	1	1.0510	13
10	  0.2202	  16.6419	0.7543	0.5112	0.7526	0.5154	3	0.1969	0.1419	1	1.0676	14
10	  0.2370	  16.8049	0.7513	0.5262	0.7524	0.5171	3	0.1713	0.1419	1	1.0845	15
10	  0.2536	  16.5725	0.7488	0.5232	0.7522	0.5182	3	0.1704	0.1497	1	1.1010	16
