3	Product Version: USB-60x3
3	Executable File Version: 2.9.2,5 
3	Program Build Date: Jan  5 2012,  14:10:25
3	Customer Serial Number: 200-371-1-1
3	Customer Name:  Luis Hernandez 
3	Customer Organization:  Univerisity of Michigan
3	--------------------------------------------------------
3	TimeValues	2019	3	12	17	23	22	UTC
3	TimeStamp	Tuesday, March 12, 2019, 1:23:22 PM 
3	DataFormat	2.9.0,009
3	ScreenSize	142.964	107.285	// full screen size (not measured lines) in mm
3	ViewingDistance	100
3	ImageShape	Fit
3	SmoothingMethod	SimpleMovingAverage
3	SmoothingPoints	4
3	eyeA:pupilSegmentationMethod	Ellipse
3	eyeA:gazeNudge	0	0
3	--------------------------------------------------------
3	Data Notes:
3	 1) X_Gaze and Y_Gaze are uncorrected gaze values (no smoothing, etc...).
3	 2) X_CorrectedGaze and Y_CorrectedGaze are corrected gaze values that may include smoothing, averaging, parallax correction, nudging, etc...
3	 3) Regions are calculated with respect to the corrected gaze values.
3	 4) PupilWidth and PupilHeight calculations are relative to which pupil segmentation method is active.
3	    a) Ellipse - PupilWidth is the major-axis (larger value) and PupilHeight is the minor-axis (smaller value).
3	       The major-axis and the minor-axis are both normalized by the width of the EyeCamera window so the scales of the axes are commensurable.
3	    b) Oval Fit - PupilWidth is the HORIZONTAL dimension and PupilHeight is the VERTICAL dimension of the rectangular bounding box of the unrotated Oval.
3	       The HORIZONTAL and VERTICAL dimensions are both normalized by the width and height of the EyeCamera window respectively so the scales of the axes are incommensurable (see manual for details).
3	    c) Centroid - PupilWidth and PupilHeight are 0, because no pupil size is obtained.
3	--------------------------------------------------------
3	 idName	
3	 idTest	
3	 idSession	
3	 idNotes	
3	--------------------------------------------------------
6	ATT	ADT	ALX	ALY	ACX	ACY	ARI	APW	APH	AQU	AFX	CNT
5	TotalTime	DeltaTime	X_Gaze	Y_Gaze	X_CorrectedGaze	Y_CorrectedGaze	Region	PupilWidth	PupilHeight	Quality	Fixation	Count
7	 0.000000	EyeA FrameRate	60
2	 0.000000	+
2	 0.000000	+
16	 0.000000	STARTUP.BMP
10	  0.0000	   0.0000	0.5916	0.1641	0.6065	0.1674	-1	0.1073	0.0759	1	0.7580	0
10	  0.0115	  11.4974	0.5968	0.1611	0.6020	0.1665	-1	0.1141	0.0743	1	0.7695	1
10	  0.0261	  14.5767	0.6074	0.1874	0.6027	0.1685	-1	0.0739	0.0339	1	0.7841	2
10	  0.0427	  16.6034	0.5901	0.1620	0.5965	0.1687	-1	0.1016	0.0707	1	0.8007	3
10	  0.0595	  16.8449	0.6013	0.1809	0.5989	0.1729	-1	0.0566	0.0292	1	0.8175	4
10	  0.0761	  16.5650	0.5989	0.1602	0.5994	0.1726	-1	0.1186	0.0745	1	0.8341	5
10	  0.0930	  16.8645	0.5924	0.1600	0.5957	0.1658	-1	0.1048	0.0780	1	0.8510	6
10	  0.1095	  16.5581	0.6150	0.1626	0.6019	0.1659	-1	0.0665	0.0533	1	0.8675	7
10	  0.1262	  16.6840	0.5934	0.1631	0.5999	0.1615	-1	0.1082	0.0780	1	0.8842	8
10	  0.1428	  16.6550	0.5994	0.1868	0.6000	0.1681	-1	0.0537	0.0451	1	0.9009	9
10	  0.1596	  16.7727	0.5940	0.1651	0.6004	0.1694	-1	0.1092	0.0747	1	0.9176	10
10	  0.1763	  16.6302	0.6102	0.1704	0.5992	0.1713	-1	0.0830	0.0493	1	0.9343	11
10	  0.1930	  16.7570	0.5924	0.1677	0.5990	0.1725	-1	0.1069	0.0731	1	0.9510	12
10	  0.2096	  16.6124	0.5979	0.1666	0.5986	0.1675	-1	0.1201	0.0732	1	0.9676	13
10	  0.2263	  16.6731	0.5887	0.1609	0.5973	0.1664	-1	0.1146	0.0811	1	0.9843	14
10	  0.2430	  16.6870	0.5931	0.1634	0.5930	0.1647	-1	0.1265	0.0756	1	1.0010	15
