new stimulus
76821667.8237, 16
76822171.306038, 16
76822202.099029, 16
76822230.424075, 16
76822263.941626, 16
76822294.623093, 16
76822324.430127, 16
76822368.640069, 16
76822387.773021, 84
76822931.454336, 72
76823097.120389, 69
76823231.597292, 89
76823343.568626, 32
76823488.788412, 83
76823622.463844, 72
76823728.1918, 79
76823800.912384, 85
76823977.510244, 76
76824096.713411, 68
76824206.264517, 32
76824334.467803, 84
76824518.634285, 82
76824631.954999, 89
76824758.428283, 32
76825006.159596, 84
76825119.949986, 79
76825254.392489, 32
76825437.925894, 80
76825599.121571, 82
76825798.287696, 83
76826405.928615, 8
76826527.753141, 69
76826686.239516, 83
76826766.457425, 69
76826904.002891, 82
76827310.681933, 86
76827863.4502, 69
76829422.72512, 32
76829630.273546, 84
76829695.977855, 72
76829814.419221, 69
76829871.644964, 32
76830062.356382, 79
76830254.458238, 76
76830478.659187, 68
76830727.138707, 32
76830903.99762, 72
76830959.320249, 73
76831071.541818, 83
76831238.432411, 84
76831350.307203, 79
76831510.5946, 82
76831663.201852, 73
76831931.270406, 67
76832070.119754, 32
76832406.878785, 66
76832518.823209, 85
76832862.336074, 73
76833070.289536, 76
76833221.997109, 68
76833377.149707, 73
76833465.719123, 78
76833623.72972, 71
76833918.835527, 83
76833993.466993, 83
76834022.113016, 32
76834996.442897, 8
76835170.469611, 8
76836146.269272, 32
76836238.074259, 66
76836630.198919, 69
76837202.813112, 67
76837374.632103, 65
76837494.446153, 85
76837710.044251, 83
76837847.766157, 69
76840398.560846, 32
76840750.257378, 84
76840847.805551, 72
76840934.331756, 79
76841062.107812, 83
76841150.279682, 69
76841317.958985, 32
76841918.305651, 66
76842077.941385, 85
76842326.112412, 73
76842422.11285, 76
76842742.127808, 68
76842909.950815, 73
76843014.303592, 78
76843165.952629, 71
76843438.225787, 83
76843632.139208, 32
76844454.340666, 72
76844645.81, 65
76845134.651401, 86
76845559.684116, 32
76846182.153509, 8
76846374.662065, 69
76846790.015255, 32
76846990.966035, 65
76847166.863404, 32
76847278.74208, 76
76847470.24304, 79
76847597.595751, 84
76847741.867587, 32
76847839.34696, 79
76847974.282996, 70
76848093.897579, 32
76848741.509712, 67
76848875.19957, 85
76849047.852768, 76
76849216.802663, 84
76849337.92864, 85
76849488.498507, 82
76849515.763524, 69
76849696.940508, 32
76849839.958675, 65
76849952.584447, 78
76850093.087785, 68
76850178.684071, 32
76850428.238324, 72
76850506.333401, 73
76850625.322953, 83
76850897.252109, 84
76851039.926272, 79
76851538.390881, 82
76851917.302216, 89
76852895.964871, 32
76853087.890287, 65
76853166.6681, 78
76853374.138015, 68
76853599.299676, 32
76853760.854892, 84
76853959.69893, 82
76854183.326171, 65
76854543.436074, 68
76854710.876517, 73
76854882.050225, 84
76854976.987581, 73
76855065.825542, 79
76855175.635483, 78
76855553.338924, 188
76855686.776882, 32
76855983.428761, 87
76856079.955745, 72
76856160.087099, 73
76856306.540025, 67
76856383.961522, 72
76856505.461187, 32
76856790.210005, 73
76856895.852238, 78
76856952.732036, 32
76857151.386873, 77
76857310.13458, 89
76857606.238828, 32
76857662.247244, 79
76857886.669021, 80
76858126.065195, 73
76858414.16083, 78
76858605.955303, 73
76858711.506819, 79
76858831.915938, 78
76858933.890932, 32
76859190.032566, 73
76859333.962895, 83
76859431.435888, 32
76859830.050277, 83
76859927.880033, 79
76859974.504656, 77
76860103.444497, 69
76860311.525295, 84
76860391.019688, 72
76860511.277613, 73
76860614.400856, 78
76860719.191958, 71
76860837.874682, 32
76860989.867445, 84
76861085.822939, 72
76861183.506772, 65
76861286.292393, 84
76861429.930874, 32
76861645.996705, 73
76861806.442511, 83
76861913.065708, 32
76862031.770347, 73
76862206.128858, 77
76862310.268574, 80
76862478.002806, 79
76862591.984894, 82
76862797.861577, 84
76862887.475208, 65
76863000.003606, 78
76863069.940817, 84
76863702.383247, 32
76863874.234142, 65
76863954.512807, 78
76864057.756173, 68
76864144.689632, 32
76864289.562919, 87
76864390.581917, 79
76864526.565498, 82
76864702.657617, 84
76864767.795431, 72
76864817.906691, 32
76864976.158645, 75
76865073.619985, 69
76865198.103599, 69
76865310.505215, 80
76865486.546567, 73
76865574.098399, 78
76865685.970417, 71
76865895.142038, 190
76867406.431581, 32
76869726.821059, 16
76869821.958159, 77
76870149.917924, 79
76870272.682078, 68
76870487.094475, 69
76870574.241272, 82
76870718.760568, 78
76870790.391162, 32
76871086.097587, 66
76871225.959248, 85
76871463.776892, 73
76871583.905261, 76
76871750.483476, 68
76871880.856478, 73
76871958.590907, 78
76872086.311479, 71
76872294.206683, 83
76872509.996756, 32
76872681.294749, 67
76872759.782934, 65
76872887.696591, 78
76872942.261304, 32
76873126.259668, 66
76873654.665583, 69
76873981.96231, 32
76874349.975961, 66
76874495.486208, 85
76874726.010987, 73
76874814.961026, 76
76874966.044677, 68
76875747.612715, 8
76875903.119303, 84
new stimulus
76886965.195212, 16
76887106.337452, 73
76887352.066057, 84
76887856.017515, 32
76888001.936404, 73
76888089.691587, 83
76888199.643845, 32
76888406.019609, 77
76888486.531863, 79
76888565.994908, 82
76888665.086934, 69
76888762.285001, 32
76888873.139713, 73
76888957.767519, 77
76889086.969801, 80
76889254.103415, 79
76889365.650849, 82
76889557.805693, 84
76889631.492537, 65
76889725.939412, 78
76889767.695004, 84
76889910.032377, 84
76889989.52039, 32
76890197.762925, 84
76890287.202614, 79
76890669.798111, 32
76890821.544523, 66
76891013.839187, 69
76891095.517445, 32
76891213.734378, 65
76891373.618127, 66
76891479.637931, 76
76891581.731106, 69
76891671.425468, 32
76891759.837863, 84
76891830.153478, 79
76891918.929018, 32
76892021.982905, 87
76892134.486612, 79
76892254.143086, 82
76892317.535084, 75
76892406.003241, 32
76892565.713047, 73
76892621.994446, 78
76892685.831151, 32
76892829.745945, 65
76892997.598914, 32
76893181.765396, 71
76893383.042701, 82
76893445.952262, 79
76893509.614192, 85
76893782.366735, 219
76894801.250284, 8
76895422.855785, 80
76896334.104103, 190
76897366.248693, 32
76897494.09244, 16
76897581.504453, 73
76897671.466249, 32
76898239.072978, 66
76898453.560556, 69
76898527.423286, 76
76898605.838786, 73
76898685.846687, 69
76899197.894423, 86
76899405.72471, 69
76899549.850344, 32
76899657.517479, 76
76899751.128205, 65
76899853.740991, 82
76900069.721099, 71
76900230.295906, 69
76900310.07105, 82
76900390.927862, 32
76900527.234639, 71
76900709.72799, 82
76900799.018703, 79
76900846.020064, 85
76901077.508052, 80
76901157.653832, 83
76901565.819855, 32
76901757.467571, 72
76901813.956204, 65
76901974.142343, 86
76902158.690003, 69
76902247.141237, 32
76902318.254162, 77
76902389.547688, 79
76902463.278365, 82
76902557.681685, 69
76902645.859659, 32
76902775.051399, 80
76902957.767519, 79
76903077.445355, 84
76903189.597569, 69
76903293.541703, 78
76903422.656319, 84
76903504.741832, 73
76903637.45572, 65
76903710.984156, 76
76903777.448323, 32
76904295.534978, 84
76904366.083627, 79
76904462.979582, 32
76904589.631525, 83
76904663.301447, 79
76904821.339231, 76
76904909.184576, 86
76905133.645192, 69
76905140.174592, 82
76905461.683467, 32
76905621.346944, 72
76906242.880315, 8
76906394.027496, 8
76906529.758068, 8
76906829.745113, 32
76907007.226561, 72
76907118.954319, 65
76907214.926459, 82
76907398.503142, 68
76907573.572685, 69
76907647.210703, 82
76907703.060156, 32
76907807.134401, 80
76907894.842145, 82
76907997.719869, 79
76908109.317517, 66
76908223.178926, 76
76908358.177382, 69
76908421.704762, 77
76908543.180014, 83
76909573.659518, 32
76909733.419537, 84
76909805.781415, 72
76909910.236005, 65
76910020.55446, 78
76910109.67983, 32
76910589.574654, 87
76910669.362559, 79
76910797.921777, 82
76910869.781521, 75
76911077.730267, 73
76911121.974333, 78
76911294.112359, 32
76911341.63777, 71
76912187.414814, 8
76912362.121766, 8
76912513.192101, 8
76913182.048088, 78
76913303.96555, 71
76913374.032872, 32
76913525.615328, 73
76913645.374448, 78
76914016.799001, 68
76914119.652035, 73
76914527.542578, 86
76914624.50012, 73
76914811.41502, 68
76914866.044372, 85
76915007.393291, 65
76915132.538556, 76
76915247.833959, 76
76915415.766825, 89
76921320.781752, 190
76936195.845663, 32
new stimulus
76952906.364029, 16
76953065.247949, 73
76953367.351445, 70
76953534.442058, 32
76953710.186014, 69
76954045.688046, 86
76954376.160975, 69
76954472.085399, 82
76954888.17875, 89
76955030.030913, 79
76955109.673172, 78
76955254.798634, 69
76955365.317666, 32
76955479.35607, 76
76955661.244087, 73
76955854.476159, 86
76956365.852812, 69
76956573.265024, 68
76956693.543201, 32
76956797.396618, 73
76956870.331372, 78
76956909.424269, 32
76957030.835436, 83
76957149.547566, 80
76957263.025024, 65
76957869.667224, 67
76958085.443426, 69
76958207.181951, 188
76958734.063433, 32
76958942.066276, 84
76959045.847286, 72
76959157.074853, 69
76959293.251519, 89
76959422.827766, 32
76959565.092732, 87
76959656.149512, 79
76959909.306364, 85
76960079.157325, 76
76960223.778712, 68
76960344.098225, 32
76960621.73256, 67
76960734.614948, 85
76960901.484733, 82
76961047.165872, 82
76961135.439002, 69
76961246.629671, 78
76961381.81511, 84
76961463.111635, 76
76961589.032294, 89
76961678.718055, 32
76961949.315863, 66
76962293.899577, 69
76962413.111344, 32
76962677.35314, 76
76962869.265794, 73
76963109.075882, 86
76963198.864013, 73
76963245.333834, 78
76963383.56259, 71
76963512.351236, 32
76963765.505868, 73
76963902.94314, 78
76963984.207207, 32
76964205.296038, 83
76964429.462864, 65
76964637.432139, 84
76965014.086648, 69
76965189.384786, 76
76965301.347798, 73
76965961.260538, 84
76966133.265401, 69
76966253.464235, 83
76966381.151794, 32
76967221.484156, 65
76967302.712991, 78
76967557.443935, 68
76967661.599741, 32
76967877.142077, 84
76967957.633247, 72
76968109.03205, 69
76968292.961336, 89
76969069.349909, 32
76969237.02283, 87
76969325.216895, 79
76969397.372926, 85
76969605.053682, 76
76969693.553188, 68
76969813.376115, 32
76969972.981887, 65
76970045.849228, 76
76970172.989433, 76
76970301.286488, 32
76970708.881854, 66
76970989.9196, 69
76971158.115184, 32
76971806.697184, 87
76971990.819279, 69
76972174.013952, 65
76972268.838953, 82
76972693.441942, 71
76972772.915251, 73
76972845.333723, 78
76972949.151352, 32
76977093.372697, 65
76977253.189033, 83
76977501.008012, 84
76979080.189334, 82
76979399.294349, 79
76980014.850113, 78
76980594.429536, 65
76980751.296877, 85
76981503.970045, 84
76981629.888484, 73
76981825.062787, 67
76981918.232689, 65
76981961.777929, 76
76982095.227262, 32
76983942.234116, 67
76984010.494312, 76
76984684.881536, 79
76984816.697132, 84
76984912.25092, 72
76985031.008825, 69
76985126.390889, 83
76986376.587927, 32
76986581.487807, 16
76986647.065057, 57
76986831.657104, 32
76987005.208594, 79
76987608.907626, 82
76987838.838168, 32
76988007.509254, 87
76988125.114748, 72
76988365.573726, 65
76988573.392638, 84
76988796.882277, 69
76989060.959563, 86
76989276.959645, 69
76989284.878374, 82
76989437.792177, 32
76989613.410182, 84
76989702.548313, 72
76989845.598661, 69
76990024.799847, 89
76990181.74986, 32
76990397.241705, 87
76990605.129141, 69
76990765.201814, 65
76990829.449658, 82
76991534.33747, 40
76992302.588706, 191
76993236.275733, 8
76993583.296875, 188
76993749.457016, 32
76993978.980302, 16
76994060.754548, 77
76994268.978774, 65
76994549.600665, 89
76994765.549979, 66
76995100.960184, 69
76995206.378815, 32
76995309.203275, 73
76995388.831385, 78
76995422.44104, 32
76995573.489458, 84
76995637.725651, 72
76995749.564933, 69
76995784.287604, 32
76995903.179226, 77
76996213.930515, 70
76996303.631257, 85
76996469.7029, 84
76996493.867729, 85
76997205.564305, 82
76997334.385131, 69
76997525.209737, 32
76998197.401167, 87
76998404.897993, 69
76998580.944893, 32
76998732.811428, 87
76998844.629626, 73
76998909.360184, 76
76999061.239204, 76
76999150.44031, 32
76999278.28267, 66
76999470.357061, 69
76999587.839103, 32
76999678.238393, 65
76999876.74148, 66
76999973.513983, 76
77000182.64621, 69
77000261.408487, 32
77000372.762558, 84
77000478.597599, 79
77000549.021408, 32
77002677.372837, 76
77002741.454228, 73
77002885.363196, 86
77003077.335219, 69
77003174.492505, 32
77003292.609565, 65
77003364.871849, 78
77003470.381197, 68
77003478.974893, 32
77003838.10189, 82
77004030.249244, 69
77004093.151315, 83
77004284.740495, 83
77005122.138844, 8
77005296.77006, 8
77005425.106509, 8
77005553.103393, 8
77005625.488851, 8
77005773.106949, 68
77006453.402981, 82
77006630.317101, 69
77006742.338371, 83
77006892.813637, 83
77006974.982931, 32
77007055.101523, 76
77007128.043768, 73
77007292.548532, 75
77007333.271283, 69
new stimulus
77021325.715144, 16
77021486.162337, 87
77021764.945199, 73
77021940.762948, 84
77022013.025232, 72
77022188.599682, 32
77022748.837255, 80
77022997.87911, 76
77023109.057573, 65
77023230.028749, 78
77023398.805532, 78
77023484.79659, 73
77023572.977615, 78
77023742.006298, 71
77023964.694743, 188
77024100.557645, 32
77025165.414708, 89
77025255.532415, 79
77025365.525732, 85
77025484.543026, 32
77025748.514614, 77
77025754.652849, 78
77025796.714715, 73
77025980.465341, 71
77026110.620012, 72
77026277.085317, 84
77026437.118874, 32
77026828.674542, 66
77027100.403399, 32
77027204.918744, 69
77027677.914364, 8
77027835.886122, 8
77027965.396342, 69
77028060.684083, 32
77028166.984915, 65
77028366.998287, 66
77028437.793841, 76
77028612.398425, 69
77028678.176251, 32
77028860.442116, 84
77028982.048588, 79
77029093.970819, 32
77029260.424749, 65
77029508.60826, 67
77029628.387077, 79
77029756.526279, 79
77029940.618134, 77
77030029.081575, 80
77030228.959288, 76
77030365.921058, 73
77030868.844668, 83
77030989.976471, 72
77031093.948625, 32
77031292.582933, 77
77031405.021168, 79
77031564.33537, 82
77031671.814413, 69
77032127.640119, 32
77032261.300847, 66
77032532.61912, 69
77032780.397872, 67
77032868.879346, 65
77033057.076212, 85
77033089.623064, 83
77033339.867264, 69
77033540.888232, 32
77034086.509558, 89
77034214.843233, 79
77034308.824871, 85
77034519.05347, 222
77034598.559514, 66
77034788.59541, 69
77034902.112262, 32
77035014.12299, 65
77035084.863892, 76
77035189.662485, 82
77035284.843418, 69
77035484.625143, 65
77035628.680035, 68
77035732.515974, 89
77035884.694055, 32
77036188.454591, 84
77036269.812704, 72
77036348.844635, 79
77036413.003704, 85
77036564.453829, 71
77036644.421504, 72
77036758.16279, 84
77036829.776184, 32
77036964.761879, 65
77037164.294201, 66
77037268.597041, 79
77037332.349965, 85
77037430.211625, 84
77037558.164399, 32
77037668.329163, 87
77037754.355175, 72
77037846.033103, 65
77037975.091126, 84
77038005.235782, 32
77038348.515335, 85
77038548.524545, 79
77038660.582436, 85
77038828.328042, 32
77039372.389703, 87
77039460.822905, 65
77039532.743682, 78
77039668.406009, 84
77039725.990735, 32
77039844.488141, 84
77039910.091468, 79
77039948.91055, 32
77040164.460377, 68
77040252.534317, 79
77040772.54628, 32
77041410.986292, 8
77042133.071761, 190
77042236.239114, 32
77044988.21512, 16
77045313.254466, 70
77045566.827173, 82
77045647.593823, 69
77045792.120332, 69
77049872.508578, 8
77050039.230221, 8
77050186.945139, 8
77050459.031869, 8
77050957.443491, 16
77051131.621677, 78
77051541.077156, 79
77051704.910005, 32
77051894.061203, 80
77052086.61165, 76
77052197.017493, 65
77052351.725938, 78
77052508.855166, 78
77052708.981725, 73
77052813.266533, 78
77052980.97552, 71
77053096.030676, 32
77053942.633604, 67
77054014.794351, 79
77054078.116438, 85
77054269.017613, 76
77054380.846352, 68
77054516.439601, 32
77054668.650695, 66
77054892.392788, 69
77054996.739461, 32
77055132.916682, 77
77055205.335986, 79
