vol_num,question_num,keystrokes
1,[],[]
2,[],[]
3,[],[]
4,[],[]
5,[],[]
6,[],[]
7,[],[]
8,[],[]
9,[],[]
10,[],[]
11,[],[]
12,[],[]
13,[],[]
14,[],[]
15,[],[]
16,[],[]
17,[],[]
18,[],[]
19,[],[]
20,[2],[]
21,[2],[]
22,[2],[]
23,[2],[]
24,[2],[]
25,[2],[]
26,[2],"['b', 'o']"
27,[2],"['o', 'l', ' ']"
28,[2],"['i', 's', '<K:S>', 'p']"
29,[2],"['o', 's', 'i', 't', 'i']"
30,[2],"['v', 'e']"
31,[2],"['<K:S>', '9']"
32,[2],"['i', 'n', 't']"
33,[2],[' ']
34,[2],"['p', '<K:S>']"
35,[2],[]
36,[2],[]
37,[2],['<K:R>']
38,[2],[]
39,[2],['<K:S>']
40,[2],"['p', '<K:S>']"
41,[2],"['<K:BS>', '<K:S>', '[']"
42,[2],['\r']
43,[2],[]
44,[2],[]
45,[2],[]
46,[2],"['r', 'e', 't']"
47,[2],"['u', 'r', 'n', ' ']"
48,[2],"['p', ' ']"
49,[2],"['<K:S>', '.']"
50,[2],[]
51,[2],[]
52,[2],['-']
53,[2],"['<K:BS>', '0']"
54,[2],[]
55,[2],[';']
56,[2],[]
57,[2],[]
58,[2],[]
59,[2],[]
60,[2],[]
61,[2],[]
62,[2],[]
63,[2],[]
64,[2],[]
65,[2],[]
66,[2],[]
67,[2],[]
68,[2],[]
69,[2],[]
70,[2],[]
71,[2],[]
72,[2],[]
73,[2],[]
74,[2],[]
75,[2],[]
76,[2],[]
77,[2],[]
78,[2],[]
79,[2],[]
80,[2],[]
81,[2],[]
82,[2],[]
83,[2],[]
84,[2],[]
85,[2],[]
86,[2],[]
87,[2],[]
88,[2],[]
89,[2],[]
90,[2],[]
91,[2],[]
92,[2],[]
93,[2],[]
94,[2],[]
95,[2],[]
96,[],[]
97,[],[]
98,[],[]
99,[6],[]
100,[6],[]
101,[6],[]
102,[6],[]
103,[6],[]
104,[6],[]
105,[6],"['b', 'o', 'o', 'l']"
106,[6],"[' ', 'c', 'o', 'n', 't', 'a']"
107,[6],"['i', 'n', 's', '<K:S>', 'd']"
108,[6],"['u', 'p', 'l', 'i', 'c']"
109,[6],"['a', 't', 'e', '<K:S>', '9']"
110,[6],[]
111,[6],[]
112,[6],[]
113,[6],"['v', 'e', 'c', 't']"
114,[6],"['r', '<K:BS>']"
115,[6],"['o', 'r', '<K:S>', ',']"
116,[6],"['i', 'n', 't', '<K:S>', '.']"
117,[6],[' ']
118,[6],[]
119,[6],[]
120,[6],[]
121,[6],[]
122,[6],"['e', 'l', 'e']"
123,[6],"['m', 's']"
124,[6],['<K:R>']
125,[6],[]
126,[6],"[' ', '<K:S>', '[']"
127,[6],['\r']
128,[6],[]
129,[6],[]
130,[6],[]
131,[6],[]
132,[6],"['i', 'n', 't', ' ', 'i']"
133,[6],"[' ', '=', ' ']"
134,[6],"['e', 'l', 'e', 'm', 's']"
135,[6],"['e', '<K:BS>', '.']"
136,[6],"['s', 'i', 'z', 'e', '<K:S>']"
137,[6],"['9', '0']"
138,[6],[';']
139,[6],['\r']
140,[6],"['i', 'n', 't', ' ', 'i']"
141,[6],"[' ', '=']"
142,[6],"[' ', 'j', ';']"
143,[6],['\r']
144,[6],[]
145,[6],"['f', 'o']"
146,[6],"['r', ' ']"
147,[6],"['i', 'n', 't', ' ']"
148,[6],['i']
149,[6],[]
150,[6],['<K:BS>']
151,[6],['<K:BS x=4>']
152,[6],"['<K:BS>', ' ']"
153,[6],"['<K:S>', '9']"
154,[6],[]
