vol_num,question_num,keystrokes
1,[],
2,[],
3,[],
4,[],
5,[],
6,[],
7,[],
8,[],
9,[],
10,[],
11,[],
12,[],
13,[],
14,[],
15,[],
16,[6],
17,[6],S
18,[6],OME PEOP
19,[6],LE PRE
20,[6],FER TO
21,[6], PL
22,[6],<K:BS><K:BS><K:BS><K:BS><K:BS><K:BS><K:BS>
23,[6],<K:BS><K:BS><K:BS><K:BS><K:BS><K:BS><K:BS><K:BS><K:BS><K:BS><K:BS><K:BS><K:BS><K:BS><K:BS><K:BS><K:BS><K:BS><K:BS><K:BS><K:BS><K:BS>
24,[6],
25,[6],
26,[6],
27,[6],
28,[6],
29,[6],SHIFTSHIFTSHIFTSHIFTSHIFTSHIFTSHIFTSHIFTSHIFTSHIFT
30,[6],SHIFTSHIFTSHIFTSHIFT
31,[6],I WOUL
32,[6],D 
33,[6],PREFER
34,[6], TO MAK
35,[6],E PLAN
36,[6],S F
37,[6],O
38,[6],
39,[6],R
40,[6], 
41,[6],FREE
42,[6], TIME.
43,[6], SHIFTTH
44,[6],ERE IS OS
45,[6], L
46,[6],<K:BS><K:BS><K:BS><K:BS>S
47,[6],O LI
48,[6],TTLE OF
49,[6],I<K:BS>
50,[6], IT
51,[6], WHEN 
52,[6],YOU FA
53,[6],CT
54,[6],OR IN SCH
55,[6],OO L
56,[6],WO<K:BS><K:BS><K:BS><K:BS>
57,[6],L
58,[6], WORK 
59,[6],THAT SHIFTI 
60,[6],
61,[6],WAN<K:BS>
62,[6],<K:BS>AT
63,[6],<K:BS>NT TO 
64,[6],MA
65,[6],XIMI
66,[6],ZE THE
67,[6],T IME SHIFTI 
68,[6],
69,[6],HAVE
70,[6], 
71,[6],TO MY
72,[6],SELF AND
73,[6], WITH FR
74,[6],IENDS. 
75,[6],
76,[6],
77,[6],
78,[6],
79,[6],
80,[6],
81,[6],
82,[6],
83,[6],
84,[6],SHIFTTHIS
85,[6], ALSO 
86,[6],ALLOW
87,[6],S FOR A 
88,[6],BETTER W
89,[6],
90,[6],AY TO SPE
91,[6],
92,[],
93,[],
94,[],
95,[],
96,[],
97,[],
98,[],
99,[2],
100,[2],
101,[2],
102,[2],
103,[2],SHIFTI
104,[2], DO NOT
105,[2], AGR
106,[2],EE.
107,[2], SHIFTI SP
108,[2],END<K:BS>T
109,[2], THIS 
110,[2],PAST SUM
111,[2],MER ST
112,[2],UDY
113,[2],ING AB
114,[2],ROAD IN 
115,[2],EUROP
116,[2],"E, AND "
117,[2],SHIFTI W
118,[2],<K:BS><K:BS><K:BS><K:BS>
119,[2], IN M
120,[2],Y T
121,[2],RAVL
122,[2],<K:BS>ELS SHIFTI
123,[2], LEANRE
124,[2],D <K:BS><K:BS>
125,[2],<K:BS><K:BS><K:BS><K:BS>
126,[2],ARNED 
127,[2],SO MUCH 
128,[2],MORE FR
129,[2],OM DIONG
130,[2],<K:BS><K:BS><K:BS><K:BS>
131,[2],OING
132,[2], TH
133,[2],E RESE
134,[2],ARCH A
135,[2],HEAD OF 
136,[2],TIME AND
137,[2], PAV
138,[2],ING M
139,[2],Y OWN P
140,[2],ATH.
141,[2], <K:BS>
142,[2],<K:BS> THAN 
143,[2],SHIFTI WOUL
144,[2],D HAVE 
145,[2],FROM A T
146,[2],OUR G
147,[2],UIDE
148,[2],",<K:BS>."
149,[2], SHIFTI WOU
150,[2],LD TAKE TH
151,[2],E L
152,[2],ES
153,[2],SER 
154,[2],KNOWN INF
155,[2],ORMATINO FO
156,[2],R THE
157,[2], CHANCE TO
158,[2], T<K:BS>
159,[2],TAKE
